"","cuid","model","rcp","period","exp_weighted","exp_simple"
"697",316,"CNRM-CM5","rcp45","hist",0.158354522484488,0.191274813883218
"698",316,"CNRM-CM5","rcp45","early",0.188373952536301,0.24061208928745
"699",316,"CNRM-CM5","rcp45","mid",0.207374224397109,0.262464887924889
"700",316,"CNRM-CM5","rcp45","late",0.235687353538908,0.283100802964831
"701",316,"CNRM-CM5","rcp85","hist",0.15841209300838,0.190994474215029
"702",316,"CNRM-CM5","rcp85","early",0.195005757052389,0.248026483668708
"703",316,"CNRM-CM5","rcp85","mid",0.223691869762682,0.277053689324714
"704",316,"CNRM-CM5","rcp85","late",0.300843477728559,0.35171342654402
"705",316,"HadGEM2-ES","rcp45","hist",0.141203703703704,0.16711768089174
"706",316,"HadGEM2-ES","rcp45","early",0.179919881020917,0.226289527032501
"707",316,"HadGEM2-ES","rcp45","mid",0.24225036781168,0.289951035489777
"708",316,"HadGEM2-ES","rcp45","late",0.258639233471114,0.317119985863261
"709",316,"HadGEM2-ES","rcp85","hist",0.141645077720207,0.170395153875441
"710",316,"HadGEM2-ES","rcp85","early",0.191335636154289,0.243946495981984
"711",316,"HadGEM2-ES","rcp85","mid",0.247659598285678,0.304303697425553
"712",316,"HadGEM2-ES","rcp85","late",0.369166166710665,0.409123200097147
"713",316,"MPI-ESM-LR","rcp45","hist",0.1460136410158,0.184224045923658
"714",316,"MPI-ESM-LR","rcp45","early",0.171195547879486,0.221014463035871
"715",316,"MPI-ESM-LR","rcp45","mid",0.203323498368835,0.250964632748453
"716",316,"MPI-ESM-LR","rcp45","late",0.210798140666019,0.254620828326777
"717",316,"MPI-ESM-LR","rcp85","hist",0.146004045928485,0.183916062141538
"718",316,"MPI-ESM-LR","rcp85","early",0.181958037484808,0.230520646001426
"719",316,"MPI-ESM-LR","rcp85","mid",0.229348973325657,0.27306944343184
"720",316,"MPI-ESM-LR","rcp85","late",0.293316558849504,0.329808538336219
"721",317,"ACCESS1-0","rcp45","hist",0.165335283975337,0.195234059777577
"722",317,"ACCESS1-0","rcp45","early",0.210051368230358,0.25649584918514
"723",317,"ACCESS1-0","rcp45","mid",0.263686905405119,0.319334854267575
"724",317,"ACCESS1-0","rcp45","late",0.332190220332103,0.382202633880897
"725",317,"ACCESS1-0","rcp85","hist",0.165262184560132,0.195245970875147
"726",317,"ACCESS1-0","rcp85","early",0.221541947410798,0.269708700191081
"727",317,"ACCESS1-0","rcp85","mid",0.307693514810577,0.357818164407153
"728",317,"ACCESS1-0","rcp85","late",0.420960261038838,0.451154919982398
"729",317,"CanESM2","rcp45","hist",0.131741533975337,0.162064276625842
"730",317,"CanESM2","rcp45","early",0.188221790511908,0.234317185654603
"731",317,"CanESM2","rcp45","mid",0.238172527862531,0.277191493624535
"732",317,"CanESM2","rcp45","late",0.288301778600363,0.313780399599294
"733",317,"CanESM2","rcp85","hist",0.132152718185863,0.163215929111313
"734",317,"CanESM2","rcp85","early",0.193184803796932,0.236837028843684
"735",317,"CanESM2","rcp85","mid",0.27635508703068,0.303890706538958
"736",317,"CanESM2","rcp85","late",0.416863219867485,0.40057577106559
"737",317,"CCSM4","rcp45","hist",0.16562334466904,0.189009751428893
"738",317,"CCSM4","rcp45","early",0.229476478409187,0.250496839244075
"739",317,"CCSM4","rcp45","mid",0.264130964488516,0.282004521746236
"740",317,"CCSM4","rcp45","late",0.291764663528136,0.309091144898819
"741",317,"CCSM4","rcp85","hist",0.16547714583863,0.189087292988116
"742",317,"CCSM4","rcp85","early",0.247820922323926,0.271288763372163
"743",317,"CCSM4","rcp85","mid",0.310119236799729,0.320282873696614
"744",317,"CCSM4","rcp85","late",0.437349506331831,0.407570042242306
"745",317,"CNRM-CM5","rcp45","hist",0.141748903508772,0.174389648263306
"746",317,"CNRM-CM5","rcp45","early",0.175693517459107,0.228662869242808
"747",317,"CNRM-CM5","rcp45","mid",0.197945734278329,0.248856796336039
"748",317,"CNRM-CM5","rcp45","late",0.22845191755103,0.278544287482132
"749",317,"CNRM-CM5","rcp85","hist",0.141959064327485,0.17464477832054
"750",317,"CNRM-CM5","rcp85","early",0.184176889990677,0.23573479519677
"751",317,"CNRM-CM5","rcp85","mid",0.216369369226206,0.266484093745417
"752",317,"CNRM-CM5","rcp85","late",0.293489658642663,0.342745698438033
"753",317,"HadGEM2-ES","rcp45","hist",0.124761897194677,0.15884643391639
"754",317,"HadGEM2-ES","rcp45","early",0.169483245402153,0.21263020178457
"755",317,"HadGEM2-ES","rcp45","mid",0.233618248898212,0.276084866418163
"756",317,"HadGEM2-ES","rcp45","late",0.25204144862653,0.302426473989347
"757",317,"HadGEM2-ES","rcp85","hist",0.124697935206373,0.159005650522166
"758",317,"HadGEM2-ES","rcp85","early",0.180657987435376,0.228514243056915
"759",317,"HadGEM2-ES","rcp85","mid",0.243797541105178,0.296920036531882
"760",317,"HadGEM2-ES","rcp85","late",0.359290010816816,0.396601067292463
"761",317,"MPI-ESM-LR","rcp45","hist",0.136111905669972,0.172668145198064
"762",317,"MPI-ESM-LR","rcp45","early",0.163282309411815,0.210368766608621
"763",317,"MPI-ESM-LR","rcp45","mid",0.194156284430884,0.237472199207637
"764",317,"MPI-ESM-LR","rcp45","late",0.202473400949103,0.247344654435318
"765",317,"MPI-ESM-LR","rcp85","hist",0.136020531400966,0.172878359784953
"766",317,"MPI-ESM-LR","rcp85","early",0.171307684973303,0.21460511505886
"767",317,"MPI-ESM-LR","rcp85","mid",0.222805593959234,0.263427968400717
"768",317,"MPI-ESM-LR","rcp85","late",0.2893144447063,0.326276341702137
"769",318,"ACCESS1-0","rcp45","hist",0.209257066161377,0.206859692442243
"770",318,"ACCESS1-0","rcp45","early",0.249698010421601,0.298986371894136
"771",318,"ACCESS1-0","rcp45","mid",0.291575872414338,0.36204118912263
"772",318,"ACCESS1-0","rcp45","late",0.355803368424749,0.412971839365128
"773",318,"ACCESS1-0","rcp85","hist",0.209043897047213,0.206293714868626
"774",318,"ACCESS1-0","rcp85","early",0.250801357966209,0.303594560003852
"775",318,"ACCESS1-0","rcp85","mid",0.335706484551819,0.39619263062884
"776",318,"ACCESS1-0","rcp85","late",0.442119055263408,0.462554261521008
"777",318,"CanESM2","rcp45","hist",0.166143612821727,0.167461767032603
"778",318,"CanESM2","rcp45","early",0.209528133059635,0.266173793336136
"779",318,"CanESM2","rcp45","mid",0.258869545765567,0.307520645928205
"780",318,"CanESM2","rcp45","late",0.310227237053463,0.335751107018628
"781",318,"CanESM2","rcp85","hist",0.16640415285015,0.168373590793532
"782",318,"CanESM2","rcp85","early",0.213246749828938,0.269425205856216
"783",318,"CanESM2","rcp85","mid",0.295033949155219,0.32388750960534
"784",318,"CanESM2","rcp85","late",0.454159832874578,0.40625988895435
"785",318,"CCSM4","rcp45","hist",0.204493986525607,0.196979182112469
"786",318,"CCSM4","rcp45","early",0.273967050897416,0.281207777408496
"787",318,"CCSM4","rcp45","mid",0.307082609611032,0.321193411778871
"788",318,"CCSM4","rcp45","late",0.333178330426017,0.346450777703257
"789",318,"CCSM4","rcp85","hist",0.204726893520712,0.196344521959335
"790",318,"CCSM4","rcp85","early",0.297894954997631,0.311027457739577
"791",318,"CCSM4","rcp85","mid",0.352136296647192,0.354018679727802
"792",318,"CCSM4","rcp85","late",0.497394650143405,0.429582816284968
"793",318,"CNRM-CM5","rcp45","hist",0.172916995631349,0.191042060608453
"794",318,"CNRM-CM5","rcp45","early",0.19754362071688,0.253996140256483
"795",318,"CNRM-CM5","rcp45","mid",0.21350432917522,0.280251399212473
"796",318,"CNRM-CM5","rcp45","late",0.237351621364043,0.300418168511609
"797",318,"CNRM-CM5","rcp85","hist",0.172960418969419,0.191372409369822
"798",318,"CNRM-CM5","rcp85","early",0.205545686615085,0.264227615506484
"799",318,"CNRM-CM5","rcp85","mid",0.2250055923996,0.289791981105395
"800",318,"CNRM-CM5","rcp85","late",0.295561250437855,0.354199602797748
"801",318,"HadGEM2-ES","rcp45","hist",0.159837359861045,0.168309016236249
"802",318,"HadGEM2-ES","rcp45","early",0.196365598189378,0.252241906464664
"803",318,"HadGEM2-ES","rcp45","mid",0.255890770566872,0.312159647261352
"804",318,"HadGEM2-ES","rcp45","late",0.26399469690288,0.33115285967212
"805",318,"HadGEM2-ES","rcp85","hist",0.160038686246645,0.168581120738423
"806",318,"HadGEM2-ES","rcp85","early",0.20697734091268,0.26380029289021
"807",318,"HadGEM2-ES","rcp85","mid",0.250984920258961,0.32204566300069
"808",318,"HadGEM2-ES","rcp85","late",0.37247324993599,0.408160796741926
"809",318,"MPI-ESM-LR","rcp45","hist",0.164003039633665,0.184014101066366
"810",318,"MPI-ESM-LR","rcp45","early",0.176004000210537,0.224033625209968
"811",318,"MPI-ESM-LR","rcp45","mid",0.204914732354334,0.252071290775973
"812",318,"MPI-ESM-LR","rcp45","late",0.204287549268756,0.259489110827919
"813",318,"MPI-ESM-LR","rcp85","hist",0.163928035686089,0.184353762317422
"814",318,"MPI-ESM-LR","rcp85","early",0.188740196852466,0.231136777929129
"815",318,"MPI-ESM-LR","rcp85","mid",0.231089794199695,0.282162295551921
"816",318,"MPI-ESM-LR","rcp85","late",0.29064361333203,0.33224725186376
"817",319,"ACCESS1-0","rcp45","hist",0.204077353215284,0.19416786330421
"818",319,"ACCESS1-0","rcp45","early",0.243804364709537,0.272964320382737
"819",319,"ACCESS1-0","rcp45","mid",0.287026250388319,0.332317406193688
"820",319,"ACCESS1-0","rcp45","late",0.353557510821658,0.397996468480915
"821",319,"ACCESS1-0","rcp85","hist",0.203716216216216,0.193782447408666
"822",319,"ACCESS1-0","rcp85","early",0.242272444858652,0.269005709161686
"823",319,"ACCESS1-0","rcp85","mid",0.332906829243036,0.371651209632893
"824",319,"ACCESS1-0","rcp85","late",0.451382804822544,0.494390807871775
"825",319,"CanESM2","rcp45","hist",0.157647949673812,0.155556718919435
"826",319,"CanESM2","rcp45","early",0.203377083980532,0.225337434381258
"827",319,"CanESM2","rcp45","mid",0.256352257429844,0.277556782357983
"828",319,"CanESM2","rcp45","late",0.308040894801012,0.303603161397335
"829",319,"CanESM2","rcp85","hist",0.158211012736875,0.15651453388794
"830",319,"CanESM2","rcp85","early",0.206184632908771,0.225481833826107
"831",319,"CanESM2","rcp85","mid",0.293080149114632,0.295199870609973
"832",319,"CanESM2","rcp85","late",0.465267716625714,0.439930111433275
"833",319,"CCSM4","rcp45","hist",0.19671643626385,0.178075206649694
"834",319,"CCSM4","rcp45","early",0.26574764419592,0.250645651651841
"835",319,"CCSM4","rcp45","mid",0.300524878326602,0.286800278481949
"836",319,"CCSM4","rcp45","late",0.326657523939369,0.311403540550526
"837",319,"CCSM4","rcp85","hist",0.196755268199234,0.178082128543338
"838",319,"CCSM4","rcp85","early",0.290392008387698,0.278822179685364
"839",319,"CCSM4","rcp85","mid",0.349282256394325,0.326455850640334
"840",319,"CCSM4","rcp85","late",0.499377460164076,0.431591222635327
"841",319,"CNRM-CM5","rcp45","hist",0.164275913844879,0.163738706465013
"842",319,"CNRM-CM5","rcp45","early",0.190492971419696,0.219454627116699
"843",319,"CNRM-CM5","rcp45","mid",0.207715581961272,0.243682041941138
"844",319,"CNRM-CM5","rcp45","late",0.232708961630485,0.259335211378156
"845",319,"CNRM-CM5","rcp85","hist",0.164505022263643,0.164276275054907
"846",319,"CNRM-CM5","rcp85","early",0.200216811639225,0.232000872692921
"847",319,"CNRM-CM5","rcp85","mid",0.220656324427876,0.252664450713494
"848",319,"CNRM-CM5","rcp85","late",0.29750917096225,0.336036830706482
"849",319,"HadGEM2-ES","rcp45","hist",0.152469711090401,0.1549133127137
"850",319,"HadGEM2-ES","rcp45","early",0.186751838044941,0.207776614090067
"851",319,"HadGEM2-ES","rcp45","mid",0.251290191053122,0.281966197608389
"852",319,"HadGEM2-ES","rcp45","late",0.26382695593004,0.320972151143506
"853",319,"HadGEM2-ES","rcp85","hist",0.152609506057782,0.155620955144899
"854",319,"HadGEM2-ES","rcp85","early",0.20071256601429,0.232630915272201
"855",319,"HadGEM2-ES","rcp85","mid",0.251380475302889,0.298712236657973
"856",319,"HadGEM2-ES","rcp85","late",0.385882839967707,0.452577085082467
"857",319,"MPI-ESM-LR","rcp45","hist",0.156225730040385,0.160903430378768
"858",319,"MPI-ESM-LR","rcp45","early",0.170380294087191,0.192077705631407
"859",319,"MPI-ESM-LR","rcp45","mid",0.202201770736254,0.223541242569125
"860",319,"MPI-ESM-LR","rcp45","late",0.202861971852157,0.222444607981909
"861",319,"MPI-ESM-LR","rcp85","hist",0.155946140105623,0.160244105922557
"862",319,"MPI-ESM-LR","rcp85","early",0.183984415449933,0.205903691022471
"863",319,"MPI-ESM-LR","rcp85","mid",0.229417779848814,0.251059996691092
"864",319,"MPI-ESM-LR","rcp85","late",0.293249301402643,0.318259818432802
"865",333,"ACCESS1-0","rcp45","hist",0.223314981753047,0.179061873593801
"866",333,"ACCESS1-0","rcp45","early",0.254851136668006,0.262183707242644
"867",333,"ACCESS1-0","rcp45","mid",0.306916230023213,0.352746955405309
"868",333,"ACCESS1-0","rcp45","late",0.375459927912344,0.416189899310693
"869",333,"ACCESS1-0","rcp85","hist",0.223147997020222,0.17890031880985
"870",333,"ACCESS1-0","rcp85","early",0.263662336502835,0.271252270850715
"871",333,"ACCESS1-0","rcp85","mid",0.353500611021829,0.38781273558922
"872",333,"ACCESS1-0","rcp85","late",0.465584955459181,0.508518539891066
"873",333,"CanESM2","rcp45","hist",0.181212020389715,0.141988797716437
"874",333,"CanESM2","rcp45","early",0.225944224030177,0.236056682313737
"875",333,"CanESM2","rcp45","mid",0.278040949622785,0.288920049684576
"876",333,"CanESM2","rcp45","late",0.32903799093203,0.302873366246838
"877",333,"CanESM2","rcp85","hist",0.180957567463506,0.141807242513786
"878",333,"CanESM2","rcp85","early",0.229379547788045,0.231243131470292
"879",333,"CanESM2","rcp85","mid",0.313407988203652,0.300567358444763
"880",333,"CanESM2","rcp85","late",0.479814045885087,0.445462058062905
"881",333,"CCSM4","rcp45","hist",0.218981086223829,0.162508091519263
"882",333,"CCSM4","rcp45","early",0.290536136779608,0.253461194445861
"883",333,"CCSM4","rcp45","mid",0.326697747868399,0.308993787255224
"884",333,"CCSM4","rcp45","late",0.351880178451058,0.323026189435176
"885",333,"CCSM4","rcp85","hist",0.218965182915941,0.162705805938705
"886",333,"CCSM4","rcp85","early",0.313746944890853,0.283992195907175
"887",333,"CCSM4","rcp85","mid",0.372231010892371,0.33819443453629
"888",333,"CCSM4","rcp85","late",0.523025085973898,0.447801640389188
"889",333,"CNRM-CM5","rcp45","hist",0.188964359850007,0.158955916952201
"890",333,"CNRM-CM5","rcp45","early",0.213015741484755,0.228016388773982
"891",333,"CNRM-CM5","rcp45","mid",0.230941699031293,0.258433805958785
"892",333,"CNRM-CM5","rcp45","late",0.254797267386393,0.26878120847558
"893",333,"CNRM-CM5","rcp85","hist",0.189035924735503,0.158854000265881
"894",333,"CNRM-CM5","rcp85","early",0.220693830632561,0.235082182818067
"895",333,"CNRM-CM5","rcp85","mid",0.240468617472434,0.264374479828897
"896",333,"CNRM-CM5","rcp85","late",0.311017657227339,0.346338964967906
"897",333,"HadGEM2-ES","rcp45","hist",0.1734646332753,0.143367780628853
"898",333,"HadGEM2-ES","rcp45","early",0.20845191062899,0.209767406992192
"899",333,"HadGEM2-ES","rcp45","mid",0.272549774563636,0.30655097011208
"900",333,"HadGEM2-ES","rcp45","late",0.280342913950682,0.338401945922543
"901",333,"HadGEM2-ES","rcp85","hist",0.173401020043748,0.143147754660886
"902",333,"HadGEM2-ES","rcp85","early",0.219617637047453,0.23815872702185
"903",333,"HadGEM2-ES","rcp85","mid",0.266088846480068,0.311446845776424
"904",333,"HadGEM2-ES","rcp85","late",0.394661347310217,0.465715618333328
"905",333,"MPI-ESM-LR","rcp45","hist",0.17490792821749,0.145509324301728
"906",333,"MPI-ESM-LR","rcp45","early",0.194354046694344,0.194066231551662
"907",333,"MPI-ESM-LR","rcp45","mid",0.223416504843534,0.235165228685611
"908",333,"MPI-ESM-LR","rcp45","late",0.220135149403604,0.228393342636246
"909",333,"MPI-ESM-LR","rcp85","hist",0.174971541449042,0.145408359571252
"910",333,"MPI-ESM-LR","rcp85","early",0.208031588991563,0.212286839048211
"911",333,"MPI-ESM-LR","rcp85","mid",0.248654112818624,0.264127927762788
"912",333,"MPI-ESM-LR","rcp85","late",0.302483429243583,0.322416948137546
"913",701,"ACCESS1-0","rcp45","hist",0.244385312754878,0.123114922792397
"914",701,"ACCESS1-0","rcp45","early",0.278069828722003,0.154198613534704
"915",701,"ACCESS1-0","rcp45","mid",0.338621776773951,0.186806610130549
"916",701,"ACCESS1-0","rcp45","late",0.425383517877397,0.234149583682245
"917",701,"ACCESS1-0","rcp85","hist",0.244408839952318,0.123218856323068
"918",701,"ACCESS1-0","rcp85","early",0.290326714348454,0.163635435013888
"919",701,"ACCESS1-0","rcp85","mid",0.401460411569107,0.221681165937659
"920",701,"ACCESS1-0","rcp85","late",0.539389554819919,0.291218681259481
"921",701,"CanESM2","rcp45","hist",0.181173222912353,0.0662408647015473
"922",701,"CanESM2","rcp45","early",0.228931865236213,0.0927798716029404
"923",701,"CanESM2","rcp45","mid",0.297762249827467,0.125519914269523
"924",701,"CanESM2","rcp45","late",0.373624874626238,0.155818123139168
"925",701,"CanESM2","rcp85","hist",0.18120616098877,0.0664018377984197
"926",701,"CanESM2","rcp85","early",0.238861754187841,0.0954730852936622
"927",701,"CanESM2","rcp85","mid",0.360084541062802,0.152354287590888
"928",701,"CanESM2","rcp85","late",0.58583960512713,0.269512195218035
"929",701,"CCSM4","rcp45","hist",0.241730268523747,0.0993387611876898
"930",701,"CCSM4","rcp45","early",0.333422815107598,0.137630020214012
"931",701,"CCSM4","rcp45","mid",0.379446797164188,0.157461036632462
"932",701,"CCSM4","rcp45","late",0.42291569839854,0.19172466885153
"933",701,"CCSM4","rcp85","hist",0.241777322918627,0.0993707985857116
"934",701,"CCSM4","rcp85","early",0.352458984252463,0.148933509245297
"935",701,"CCSM4","rcp85","mid",0.437989444130749,0.189890748329367
"936",701,"CCSM4","rcp85","late",0.608306188786611,0.26269552153692
"937",701,"CNRM-CM5","rcp45","hist",0.196971343873518,0.0911131145481856
"938",701,"CNRM-CM5","rcp45","early",0.225547477884434,0.116181349750421
"939",701,"CNRM-CM5","rcp45","mid",0.257923724825899,0.144530923425142
"940",701,"CNRM-CM5","rcp45","late",0.2935224238134,0.16116563874865
"941",701,"CNRM-CM5","rcp85","hist",0.196928994918125,0.0910729067480994
"942",701,"CNRM-CM5","rcp85","early",0.238454498400151,0.126821838324004
"943",701,"CNRM-CM5","rcp85","mid",0.273921434845348,0.142726892122086
"944",701,"CNRM-CM5","rcp85","late",0.360232547486834,0.196827702776611
"945",701,"HadGEM2-ES","rcp45","hist",0.170270092226614,0.0682851645704576
"946",701,"HadGEM2-ES","rcp45","early",0.210301461823201,0.0871610216822435
"947",701,"HadGEM2-ES","rcp45","mid",0.292149209486166,0.142307414485206
"948",701,"HadGEM2-ES","rcp45","late",0.308170681303233,0.171025248739975
"949",701,"HadGEM2-ES","rcp85","hist",0.170350084697911,0.0683710971076266
"950",701,"HadGEM2-ES","rcp85","early",0.219118043791957,0.0953707185844493
"951",701,"HadGEM2-ES","rcp85","mid",0.296418690005647,0.164609729209207
"952",701,"HadGEM2-ES","rcp85","late",0.46661804527872,0.263357547085687
"953",701,"MPI-ESM-LR","rcp45","hist",0.178854303908652,0.0674790570657887
"954",701,"MPI-ESM-LR","rcp45","early",0.204938045046741,0.0931887904354021
"955",701,"MPI-ESM-LR","rcp45","mid",0.241813633226677,0.102812900290105
"956",701,"MPI-ESM-LR","rcp45","late",0.240501380039786,0.101712199266448
"957",701,"MPI-ESM-LR","rcp85","hist",0.178896652864044,0.0673936722492166
"958",701,"MPI-ESM-LR","rcp85","early",0.214032561641257,0.084400381883287
"959",701,"MPI-ESM-LR","rcp85","mid",0.274992157600853,0.112082663865516
"960",701,"MPI-ESM-LR","rcp85","late",0.358285739491302,0.16319644473289
"961",704,"ACCESS1-0","rcp45","hist",0.184939188515602,0.161856132967244
"962",704,"ACCESS1-0","rcp45","early",0.175450409286767,0.140065409547849
"963",704,"ACCESS1-0","rcp45","mid",0.2184143045448,0.183392033098886
"964",704,"ACCESS1-0","rcp45","late",0.269173432499919,0.230046811654632
"965",704,"ACCESS1-0","rcp85","hist",0.184886850762636,0.161588894888895
"966",704,"ACCESS1-0","rcp85","early",0.176374073704848,0.141562401612115
"967",704,"ACCESS1-0","rcp85","mid",0.249418054032499,0.213090565163701
"968",704,"ACCESS1-0","rcp85","late",0.35917883949396,0.31294263757627
"969",704,"CanESM2","rcp45","hist",0.148289053932808,0.117275648374798
"970",704,"CanESM2","rcp45","early",0.151730745799134,0.113982819517158
"971",704,"CanESM2","rcp45","mid",0.1905448664695,0.144640659099239
"972",704,"CanESM2","rcp45","late",0.235489409222428,0.177135192505319
"973",704,"CanESM2","rcp85","hist",0.148951998803708,0.118118458894612
"974",704,"CanESM2","rcp85","early",0.153535705978134,0.113793731723568
"975",704,"CanESM2","rcp85","mid",0.219819947053024,0.163947789687394
"976",704,"CanESM2","rcp85","late",0.337431023226204,0.260773313045292
"977",704,"CCSM4","rcp45","hist",0.168139046732906,0.133238281353676
"978",704,"CCSM4","rcp45","early",0.183122043886175,0.136482221188819
"979",704,"CCSM4","rcp45","mid",0.201087185281184,0.147907972378269
"980",704,"CCSM4","rcp45","late",0.221699889095957,0.170014651247421
"981",704,"CCSM4","rcp85","hist",0.168011110003434,0.132942168393657
"982",704,"CCSM4","rcp85","early",0.207570420585075,0.157812318296088
"983",704,"CCSM4","rcp85","mid",0.23571373187563,0.178983638768765
"984",704,"CCSM4","rcp85","late",0.342225310094279,0.261586416591783
"985",704,"CNRM-CM5","rcp45","hist",0.155723091748912,0.130332665943734
"986",704,"CNRM-CM5","rcp45","early",0.142757174979785,0.112166762173915
"987",704,"CNRM-CM5","rcp45","mid",0.153038081945968,0.121141276170346
"988",704,"CNRM-CM5","rcp45","late",0.172564755295576,0.136223948627895
"989",704,"CNRM-CM5","rcp85","hist",0.156223208055029,0.130844190230493
"990",704,"CNRM-CM5","rcp85","early",0.15513408433855,0.124009602943754
"991",704,"CNRM-CM5","rcp85","mid",0.170497568648301,0.134464159671096
"992",704,"CNRM-CM5","rcp85","late",0.236654650740324,0.197592296993171
"993",704,"HadGEM2-ES","rcp45","hist",0.144817454779074,0.117498702825025
"994",704,"HadGEM2-ES","rcp45","early",0.144562412078113,0.109528648058297
"995",704,"HadGEM2-ES","rcp45","mid",0.182226763699199,0.140778556300719
"996",704,"HadGEM2-ES","rcp45","late",0.201630911974318,0.162979193072804
"997",704,"HadGEM2-ES","rcp85","hist",0.144805824167304,0.117331999020143
"998",704,"HadGEM2-ES","rcp85","early",0.15201098815893,0.115271615524029
"999",704,"HadGEM2-ES","rcp85","mid",0.193796176297921,0.158221844107944
"1000",704,"HadGEM2-ES","rcp85","late",0.304811309128284,0.257300330404337
"1001",704,"MPI-ESM-LR","rcp45","hist",0.141536237663244,0.116019663462805
"1002",704,"MPI-ESM-LR","rcp45","early",0.137621152205939,0.11275566799508
"1003",704,"MPI-ESM-LR","rcp45","mid",0.13997773568604,0.108165770428255
"1004",704,"MPI-ESM-LR","rcp45","late",0.146025084476648,0.113739402940791
"1005",704,"MPI-ESM-LR","rcp85","hist",0.141658359086831,0.116033879698219
"1006",704,"MPI-ESM-LR","rcp85","early",0.134265166871587,0.1004065682167
"1007",704,"MPI-ESM-LR","rcp85","mid",0.168261860454812,0.126678514378197
"1008",704,"MPI-ESM-LR","rcp85","late",0.218976889601555,0.175593359011243
"1009",705,"ACCESS1-0","rcp45","hist",0.149329064495847,0.119858842557194
"1010",705,"ACCESS1-0","rcp45","early",0.181500187519993,0.150718910254735
"1011",705,"ACCESS1-0","rcp45","mid",0.237065808486934,0.208284516049028
"1012",705,"ACCESS1-0","rcp45","late",0.294968088317982,0.26140425229521
"1013",705,"ACCESS1-0","rcp85","hist",0.149612826367517,0.120387988604216
"1014",705,"ACCESS1-0","rcp85","early",0.183728779906681,0.152533301788716
"1015",705,"ACCESS1-0","rcp85","mid",0.274489973195672,0.246894124535165
"1016",705,"ACCESS1-0","rcp85","late",0.385009292512942,0.342252527207
"1017",705,"CanESM2","rcp45","hist",0.118564892948145,0.0874836421119458
"1018",705,"CanESM2","rcp45","early",0.163653110074236,0.130836541433798
"1019",705,"CanESM2","rcp45","mid",0.21043024807792,0.168975400843147
"1020",705,"CanESM2","rcp45","late",0.258204180263233,0.206760450885437
"1021",705,"CanESM2","rcp85","hist",0.119051341871008,0.0877568661556617
"1022",705,"CanESM2","rcp85","early",0.165612694000463,0.128450573784188
"1023",705,"CanESM2","rcp85","mid",0.242826257211247,0.194431836949861
"1024",705,"CanESM2","rcp85","late",0.366551229195765,0.294379104052322
"1025",705,"CCSM4","rcp45","hist",0.140382154715025,0.104261802754596
"1026",705,"CCSM4","rcp45","early",0.182092116438885,0.134842700947115
"1027",705,"CCSM4","rcp45","mid",0.221287655669171,0.172940845806274
"1028",705,"CCSM4","rcp45","late",0.247945026600315,0.200496729013776
"1029",705,"CCSM4","rcp85","hist",0.140411110008052,0.104278086400351
"1030",705,"CCSM4","rcp85","early",0.207550437362807,0.163310436883481
"1031",705,"CCSM4","rcp85","mid",0.264705428152266,0.216562832630939
"1032",705,"CCSM4","rcp85","late",0.376291812178174,0.30177076391339
"1033",705,"CNRM-CM5","rcp45","hist",0.132129620437473,0.103431146026548
"1034",705,"CNRM-CM5","rcp45","early",0.154149431373198,0.124147564076936
"1035",705,"CNRM-CM5","rcp45","mid",0.176033290314041,0.148652342440557
"1036",705,"CNRM-CM5","rcp45","late",0.190791854180649,0.155733368994802
"1037",705,"CNRM-CM5","rcp85","hist",0.132303352195639,0.103619375703266
"1038",705,"CNRM-CM5","rcp85","early",0.165889837519441,0.138938492253864
"1039",705,"CNRM-CM5","rcp85","mid",0.185219839615253,0.152690931212123
"1040",705,"CNRM-CM5","rcp85","late",0.270759371052977,0.236991635009103
"1041",705,"HadGEM2-ES","rcp45","hist",0.111685253207143,0.0823286788490742
"1042",705,"HadGEM2-ES","rcp45","early",0.147248971397686,0.115939147884781
"1043",705,"HadGEM2-ES","rcp45","mid",0.203102352824382,0.16706994625443
"1044",705,"HadGEM2-ES","rcp45","late",0.227465162650754,0.194132470263426
"1045",705,"HadGEM2-ES","rcp85","hist",0.111835820730887,0.0829187840220377
"1046",705,"HadGEM2-ES","rcp85","early",0.15820482698523,0.126146786113344
"1047",705,"HadGEM2-ES","rcp85","mid",0.218984193167654,0.189314550641183
"1048",705,"HadGEM2-ES","rcp85","late",0.337492880113925,0.293869808392231
"1049",705,"MPI-ESM-LR","rcp45","hist",0.10941957046891,0.0810815666390701
"1050",705,"MPI-ESM-LR","rcp45","early",0.142166628059609,0.119146689547897
"1051",705,"MPI-ESM-LR","rcp45","mid",0.162807339753135,0.134488392022584
"1052",705,"MPI-ESM-LR","rcp45","late",0.172155662426858,0.141296918260022
"1053",705,"MPI-ESM-LR","rcp85","hist",0.109141599655846,0.0809107987014991
"1054",705,"MPI-ESM-LR","rcp85","early",0.136751436734064,0.104338537278848
"1055",705,"MPI-ESM-LR","rcp85","mid",0.186705521912263,0.14997158762256
"1056",705,"MPI-ESM-LR","rcp85","late",0.250627143464963,0.211179250771232
"1057",707,"ACCESS1-0","rcp45","hist",0.143101081644979,0.117071787979046
"1058",707,"ACCESS1-0","rcp45","early",0.181388141559448,0.14926716170569
"1059",707,"ACCESS1-0","rcp45","mid",0.225741991373683,0.192951345527642
"1060",707,"ACCESS1-0","rcp45","late",0.281267911262201,0.241243088736565
