"","cuid","stage","model","rcp","period","p_j","n_j"
"9417",714,"adult_migration","CanESM2","rcp45","hist",0.0838541666666667,112
"9418",714,"adult_migration","CanESM2","rcp45","early",0.197098214285714,112
"9419",714,"adult_migration","CanESM2","rcp45","mid",0.236979166666667,112
"9420",714,"adult_migration","CanESM2","rcp45","late",0.238392857142857,112
"9421",714,"adult_migration","CanESM2","rcp85","hist",0.0849702380952381,112
"9422",714,"adult_migration","CanESM2","rcp85","early",0.200669642857143,112
"9423",714,"adult_migration","CanESM2","rcp85","mid",0.240997023809524,112
"9424",714,"adult_migration","CanESM2","rcp85","late",0.304910714285714,112
"9425",714,"adult_migration","CCSM4","rcp45","hist",0.0860863095238095,112
"9426",714,"adult_migration","CCSM4","rcp45","early",0.179613095238095,112
"9427",714,"adult_migration","CCSM4","rcp45","mid",0.22641369047619,112
"9428",714,"adult_migration","CCSM4","rcp45","late",0.22953869047619,112
"9429",714,"adult_migration","CCSM4","rcp85","hist",0.0858630952380952,112
"9430",714,"adult_migration","CCSM4","rcp85","early",0.189955357142857,112
"9431",714,"adult_migration","CCSM4","rcp85","mid",0.242261904761905,112
"9432",714,"adult_migration","CCSM4","rcp85","late",0.275595238095238,112
"9433",714,"adult_migration","CNRM-CM5","rcp45","hist",0.0927083333333333,112
"9434",714,"adult_migration","CNRM-CM5","rcp45","early",0.186309523809524,112
"9435",714,"adult_migration","CNRM-CM5","rcp45","mid",0.204389880952381,112
"9436",714,"adult_migration","CNRM-CM5","rcp45","late",0.21078869047619,112
"9437",714,"adult_migration","CNRM-CM5","rcp85","hist",0.0928571428571429,112
"9438",714,"adult_migration","CNRM-CM5","rcp85","early",0.183110119047619,112
"9439",714,"adult_migration","CNRM-CM5","rcp85","mid",0.215178571428571,112
"9440",714,"adult_migration","CNRM-CM5","rcp85","late",0.263690476190476,112
"9441",714,"adult_migration","HadGEM2-ES","rcp45","hist",0.0826636904761905,112
"9442",714,"adult_migration","HadGEM2-ES","rcp45","early",0.176934523809524,112
"9443",714,"adult_migration","HadGEM2-ES","rcp45","mid",0.242633928571429,112
"9444",714,"adult_migration","HadGEM2-ES","rcp45","late",0.258779761904762,112
"9445",714,"adult_migration","HadGEM2-ES","rcp85","hist",0.0817708333333333,112
"9446",714,"adult_migration","HadGEM2-ES","rcp85","early",0.200892857142857,112
"9447",714,"adult_migration","HadGEM2-ES","rcp85","mid",0.242559523809524,112
"9448",714,"adult_migration","HadGEM2-ES","rcp85","late",0.3234375,112
"9449",714,"adult_migration","MPI-ESM-LR","rcp45","hist",0.0941220238095238,112
"9450",714,"adult_migration","MPI-ESM-LR","rcp45","early",0.155357142857143,112
"9451",714,"adult_migration","MPI-ESM-LR","rcp45","mid",0.200744047619048,112
"9452",714,"adult_migration","MPI-ESM-LR","rcp45","late",0.197693452380952,112
"9453",714,"adult_migration","MPI-ESM-LR","rcp85","hist",0.090922619047619,112
"9454",714,"adult_migration","MPI-ESM-LR","rcp85","early",0.170386904761905,112
"9455",714,"adult_migration","MPI-ESM-LR","rcp85","mid",0.222619047619048,112
"9456",714,"adult_migration","MPI-ESM-LR","rcp85","late",0.256622023809524,112
"9457",714,"spawning","ACCESS1-0","rcp45","hist",0.100268817204301,62
"9458",714,"spawning","ACCESS1-0","rcp45","early",0.185483870967742,62
"9459",714,"spawning","ACCESS1-0","rcp45","mid",0.30752688172043,62
"9460",714,"spawning","ACCESS1-0","rcp45","late",0.337903225806452,62
"9461",714,"spawning","ACCESS1-0","rcp85","hist",0.102688172043011,62
"9462",714,"spawning","ACCESS1-0","rcp85","early",0.184677419354839,62
"9463",714,"spawning","ACCESS1-0","rcp85","mid",0.399731182795699,62
"9464",714,"spawning","ACCESS1-0","rcp85","late",0.419354838709677,62
"9465",714,"spawning","CanESM2","rcp45","hist",0.0938172043010753,62
"9466",714,"spawning","CanESM2","rcp45","early",0.228763440860215,62
"9467",714,"spawning","CanESM2","rcp45","mid",0.386559139784946,62
"9468",714,"spawning","CanESM2","rcp45","late",0.389247311827957,62
"9469",714,"spawning","CanESM2","rcp85","hist",0.0938172043010753,62
"9470",714,"spawning","CanESM2","rcp85","early",0.24005376344086,62
"9471",714,"spawning","CanESM2","rcp85","mid",0.449193548387097,62
"9472",714,"spawning","CanESM2","rcp85","late",0.533333333333333,62
"9473",714,"spawning","CCSM4","rcp45","hist",0.132795698924731,62
"9474",714,"spawning","CCSM4","rcp45","early",0.145967741935484,62
"9475",714,"spawning","CCSM4","rcp45","mid",0.329838709677419,62
"9476",714,"spawning","CCSM4","rcp45","late",0.337903225806452,62
"9477",714,"spawning","CCSM4","rcp85","hist",0.132258064516129,62
"9478",714,"spawning","CCSM4","rcp85","early",0.202688172043011,62
"9479",714,"spawning","CCSM4","rcp85","mid",0.434408602150538,62
"9480",714,"spawning","CCSM4","rcp85","late",0.483602150537634,62
"9481",714,"spawning","CNRM-CM5","rcp45","hist",0.112634408602151,62
"9482",714,"spawning","CNRM-CM5","rcp45","early",0.196505376344086,62
"9483",714,"spawning","CNRM-CM5","rcp45","mid",0.341935483870968,62
"9484",714,"spawning","CNRM-CM5","rcp45","late",0.304569892473118,62
"9485",714,"spawning","CNRM-CM5","rcp85","hist",0.114516129032258,62
"9486",714,"spawning","CNRM-CM5","rcp85","early",0.25,62
"9487",714,"spawning","CNRM-CM5","rcp85","mid",0.313709677419355,62
"9488",714,"spawning","CNRM-CM5","rcp85","late",0.444086021505376,62
"9489",714,"spawning","HadGEM2-ES","rcp45","hist",0.125537634408602,62
"9490",714,"spawning","HadGEM2-ES","rcp45","early",0.197311827956989,62
"9491",714,"spawning","HadGEM2-ES","rcp45","mid",0.398924731182796,62
"9492",714,"spawning","HadGEM2-ES","rcp45","late",0.434408602150538,62
"9493",714,"spawning","HadGEM2-ES","rcp85","hist",0.127150537634409,62
"9494",714,"spawning","HadGEM2-ES","rcp85","early",0.214784946236559,62
"9495",714,"spawning","HadGEM2-ES","rcp85","mid",0.401881720430108,62
"9496",714,"spawning","HadGEM2-ES","rcp85","late",0.534408602150538,62
"9497",714,"spawning","MPI-ESM-LR","rcp45","hist",0.126612903225806,62
"9498",714,"spawning","MPI-ESM-LR","rcp45","early",0.211021505376344,62
"9499",714,"spawning","MPI-ESM-LR","rcp45","mid",0.341129032258065,62
"9500",714,"spawning","MPI-ESM-LR","rcp45","late",0.341129032258065,62
"9501",714,"spawning","MPI-ESM-LR","rcp85","hist",0.126881720430108,62
"9502",714,"spawning","MPI-ESM-LR","rcp85","early",0.19489247311828,62
"9503",714,"spawning","MPI-ESM-LR","rcp85","mid",0.31505376344086,62
"9504",714,"spawning","MPI-ESM-LR","rcp85","late",0.419623655913979,62
"9505",715,"eggs_alevin","ACCESS1-0","rcp45","hist",0.072960372960373,286
"9506",715,"eggs_alevin","ACCESS1-0","rcp45","early",0.105099067599068,286
"9507",715,"eggs_alevin","ACCESS1-0","rcp45","mid",0.14256993006993,286
"9508",715,"eggs_alevin","ACCESS1-0","rcp45","late",0.182239107206459,286
"9509",715,"eggs_alevin","ACCESS1-0","rcp85","hist",0.0733682983682984,286
"9510",715,"eggs_alevin","ACCESS1-0","rcp85","early",0.108479020979021,286
"9511",715,"eggs_alevin","ACCESS1-0","rcp85","mid",0.158362470862471,286
"9512",715,"eggs_alevin","ACCESS1-0","rcp85","late",0.243915469547667,286
"9513",715,"eggs_alevin","CanESM2","rcp45","hist",0.0693764568764569,286
"9514",715,"eggs_alevin","CanESM2","rcp45","early",0.101398601398601,286
"9515",715,"eggs_alevin","CanESM2","rcp45","mid",0.116637529137529,286
"9516",715,"eggs_alevin","CanESM2","rcp45","late",0.145227353674463,286
"9517",715,"eggs_alevin","CanESM2","rcp85","hist",0.0697261072261072,286
"9518",715,"eggs_alevin","CanESM2","rcp85","early",0.104778554778555,286
"9519",715,"eggs_alevin","CanESM2","rcp85","mid",0.153001165501166,286
"9520",715,"eggs_alevin","CanESM2","rcp85","late",0.250148403181764,286
"9521",715,"eggs_alevin","CCSM4","rcp45","hist",0.0751748251748252,286
"9522",715,"eggs_alevin","CCSM4","rcp45","early",0.0913461538461538,286
"9523",715,"eggs_alevin","CCSM4","rcp45","mid",0.118764568764569,286
"9524",715,"eggs_alevin","CCSM4","rcp45","late",0.134839130950968,286
"9525",715,"eggs_alevin","CCSM4","rcp85","hist",0.0753496503496504,286
"9526",715,"eggs_alevin","CCSM4","rcp85","early",0.110198135198135,286
"9527",715,"eggs_alevin","CCSM4","rcp85","mid",0.148076923076923,286
"9528",715,"eggs_alevin","CCSM4","rcp85","late",0.209485931378369,286
"9529",715,"eggs_alevin","CNRM-CM5","rcp45","hist",0.0685314685314685,286
"9530",715,"eggs_alevin","CNRM-CM5","rcp45","early",0.106818181818182,286
"9531",715,"eggs_alevin","CNRM-CM5","rcp45","mid",0.126981351981352,286
"9532",715,"eggs_alevin","CNRM-CM5","rcp45","late",0.127151846135581,286
"9533",715,"eggs_alevin","CNRM-CM5","rcp85","hist",0.0686188811188811,286
"9534",715,"eggs_alevin","CNRM-CM5","rcp85","early",0.112878787878788,286
"9535",715,"eggs_alevin","CNRM-CM5","rcp85","mid",0.127913752913753,286
"9536",715,"eggs_alevin","CNRM-CM5","rcp85","late",0.204202778107563,286
"9537",715,"eggs_alevin","HadGEM2-ES","rcp45","hist",0.0703671328671329,286
"9538",715,"eggs_alevin","HadGEM2-ES","rcp45","early",0.0914044289044289,286
"9539",715,"eggs_alevin","HadGEM2-ES","rcp45","mid",0.145716783216783,286
"9540",715,"eggs_alevin","HadGEM2-ES","rcp45","late",0.203579484744153,286
"9541",715,"eggs_alevin","HadGEM2-ES","rcp85","hist",0.0711538461538462,286
"9542",715,"eggs_alevin","HadGEM2-ES","rcp85","early",0.111975524475524,286
"9543",715,"eggs_alevin","HadGEM2-ES","rcp85","mid",0.183916083916084,286
"9544",715,"eggs_alevin","HadGEM2-ES","rcp85","late",0.288228659622462,286
"9545",715,"eggs_alevin","MPI-ESM-LR","rcp45","hist",0.0749125874125874,286
"9546",715,"eggs_alevin","MPI-ESM-LR","rcp45","early",0.106555944055944,286
"9547",715,"eggs_alevin","MPI-ESM-LR","rcp45","mid",0.113665501165501,286
"9548",715,"eggs_alevin","MPI-ESM-LR","rcp45","late",0.120592425501603,286
"9549",715,"eggs_alevin","MPI-ESM-LR","rcp85","hist",0.0749125874125874,286
"9550",715,"eggs_alevin","MPI-ESM-LR","rcp85","early",0.104545454545455,286
"9551",715,"eggs_alevin","MPI-ESM-LR","rcp85","mid",0.123280885780886,286
"9552",715,"eggs_alevin","MPI-ESM-LR","rcp85","late",0.165885076576042,286
"9553",715,"fw_rearing","ACCESS1-0","rcp45","hist",0.0964285714285714,399
"9554",715,"fw_rearing","ACCESS1-0","rcp45","early",0.134461152882206,399
"9555",715,"fw_rearing","ACCESS1-0","rcp45","mid",0.167773600668338,399
"9556",715,"fw_rearing","ACCESS1-0","rcp45","late",0.215318285569363,399
"9557",715,"fw_rearing","ACCESS1-0","rcp85","hist",0.0972431077694236,399
"9558",715,"fw_rearing","ACCESS1-0","rcp85","early",0.139097744360902,399
"9559",715,"fw_rearing","ACCESS1-0","rcp85","mid",0.187092731829574,399
"9560",715,"fw_rearing","ACCESS1-0","rcp85","late",0.288781807422436,399
"9561",715,"fw_rearing","CanESM2","rcp45","hist",0.0953425229741019,399
"9562",715,"fw_rearing","CanESM2","rcp45","early",0.140371762740184,399
"9563",715,"fw_rearing","CanESM2","rcp45","mid",0.162218045112782,399
"9564",715,"fw_rearing","CanESM2","rcp45","late",0.184821202130358,399
"9565",715,"fw_rearing","CanESM2","rcp85","hist",0.0963450292397661,399
"9566",715,"fw_rearing","CanESM2","rcp85","early",0.141019214703425,399
"9567",715,"fw_rearing","CanESM2","rcp85","mid",0.183688387635756,399
"9568",715,"fw_rearing","CanESM2","rcp85","late",0.276502662946995,399
"9569",715,"fw_rearing","CCSM4","rcp45","hist",0.0987677527151211,399
"9570",715,"fw_rearing","CCSM4","rcp45","early",0.125125313283208,399
"9571",715,"fw_rearing","CCSM4","rcp45","mid",0.154281537176274,399
"9572",715,"fw_rearing","CCSM4","rcp45","late",0.170809028658382,399
"9573",715,"fw_rearing","CCSM4","rcp85","hist",0.0988304093567252,399
"9574",715,"fw_rearing","CCSM4","rcp85","early",0.137322472848789,399
"9575",715,"fw_rearing","CCSM4","rcp85","mid",0.180764411027569,399
"9576",715,"fw_rearing","CCSM4","rcp85","late",0.240320399019359,399
"9577",715,"fw_rearing","CNRM-CM5","rcp45","hist",0.09609440267335,399
"9578",715,"fw_rearing","CNRM-CM5","rcp45","early",0.13249791144528,399
"9579",715,"fw_rearing","CNRM-CM5","rcp45","mid",0.157518796992481,399
"9580",715,"fw_rearing","CNRM-CM5","rcp45","late",0.158297404683405,399
"9581",715,"fw_rearing","CNRM-CM5","rcp85","hist",0.0960108604845447,399
"9582",715,"fw_rearing","CNRM-CM5","rcp85","early",0.142481203007519,399
"9583",715,"fw_rearing","CNRM-CM5","rcp85","mid",0.157978279030911,399
"9584",715,"fw_rearing","CNRM-CM5","rcp85","late",0.239327077521346,399
"9585",715,"fw_rearing","HadGEM2-ES","rcp45","hist",0.098141186299081,399
"9586",715,"fw_rearing","HadGEM2-ES","rcp45","early",0.131056808688388,399
"9587",715,"fw_rearing","HadGEM2-ES","rcp45","mid",0.170446950710109,399
"9588",715,"fw_rearing","HadGEM2-ES","rcp45","late",0.21776988756446,399
"9589",715,"fw_rearing","HadGEM2-ES","rcp85","hist",0.097953216374269,399
"9590",715,"fw_rearing","HadGEM2-ES","rcp85","early",0.143253968253968,399
"9591",715,"fw_rearing","HadGEM2-ES","rcp85","mid",0.210275689223058,399
"9592",715,"fw_rearing","HadGEM2-ES","rcp85","late",0.324668188350664,399
"9593",715,"fw_rearing","MPI-ESM-LR","rcp45","hist",0.0975772765246449,399
"9594",715,"fw_rearing","MPI-ESM-LR","rcp45","early",0.126963241436926,399
"9595",715,"fw_rearing","MPI-ESM-LR","rcp45","mid",0.143379281537176,399
"9596",715,"fw_rearing","MPI-ESM-LR","rcp45","late",0.155169498689661,399
"9597",715,"fw_rearing","MPI-ESM-LR","rcp85","hist",0.0969298245614035,399
"9598",715,"fw_rearing","MPI-ESM-LR","rcp85","early",0.124227234753551,399
"9599",715,"fw_rearing","MPI-ESM-LR","rcp85","mid",0.1593776106934,399
"9600",715,"fw_rearing","MPI-ESM-LR","rcp85","late",0.198410685603179,399
"9601",715,"early_marine","ACCESS1-0","rcp45","hist",0.525,181
"9602",715,"early_marine","ACCESS1-0","rcp45","early",0.576388888888889,181
"9603",715,"early_marine","ACCESS1-0","rcp45","mid",0.6625,181
"9604",715,"early_marine","ACCESS1-0","rcp45","late",0.806944444444444,181
"9605",715,"early_marine","ACCESS1-0","rcp85","hist",0.525,181
"9606",715,"early_marine","ACCESS1-0","rcp85","early",0.584722222222222,181
"9607",715,"early_marine","ACCESS1-0","rcp85","mid",0.747222222222222,181
"9608",715,"early_marine","ACCESS1-0","rcp85","late",0.920833333333333,181
"9609",715,"early_marine","CanESM2","rcp45","hist",0.255555555555556,181
"9610",715,"early_marine","CanESM2","rcp45","early",0.376388888888889,181
"9611",715,"early_marine","CanESM2","rcp45","mid",0.502777777777778,181
"9612",715,"early_marine","CanESM2","rcp45","late",0.547222222222222,181
"9613",715,"early_marine","CanESM2","rcp85","hist",0.255555555555556,181
"9614",715,"early_marine","CanESM2","rcp85","early",0.383333333333333,181
"9615",715,"early_marine","CanESM2","rcp85","mid",0.516666666666667,181
"9616",715,"early_marine","CanESM2","rcp85","late",0.663888888888889,181
"9617",715,"early_marine","CCSM4","rcp45","hist",0.411111111111111,181
"9618",715,"early_marine","CCSM4","rcp45","early",0.491666666666667,181
"9619",715,"early_marine","CCSM4","rcp45","mid",0.525,181
"9620",715,"early_marine","CCSM4","rcp45","late",0.569444444444444,181
"9621",715,"early_marine","CCSM4","rcp85","hist",0.411111111111111,181
"9622",715,"early_marine","CCSM4","rcp85","early",0.547222222222222,181
"9623",715,"early_marine","CCSM4","rcp85","mid",0.575,181
"9624",715,"early_marine","CCSM4","rcp85","late",0.644444444444444,181
"9625",715,"early_marine","CNRM-CM5","rcp45","hist",0.463888888888889,181
"9626",715,"early_marine","CNRM-CM5","rcp45","early",0.513888888888889,181
"9627",715,"early_marine","CNRM-CM5","rcp45","mid",0.538888888888889,181
"9628",715,"early_marine","CNRM-CM5","rcp45","late",0.569444444444444,181
"9629",715,"early_marine","CNRM-CM5","rcp85","hist",0.463888888888889,181
"9630",715,"early_marine","CNRM-CM5","rcp85","early",0.513888888888889,181
"9631",715,"early_marine","CNRM-CM5","rcp85","mid",0.544444444444445,181
"9632",715,"early_marine","CNRM-CM5","rcp85","late",0.597222222222222,181
"9633",715,"early_marine","HadGEM2-ES","rcp45","hist",0.291666666666667,181
"9634",715,"early_marine","HadGEM2-ES","rcp45","early",0.469444444444444,181
"9635",715,"early_marine","HadGEM2-ES","rcp45","mid",0.588888888888889,181
"9636",715,"early_marine","HadGEM2-ES","rcp45","late",0.647222222222222,181
"9637",715,"early_marine","HadGEM2-ES","rcp85","hist",0.291666666666667,181
"9638",715,"early_marine","HadGEM2-ES","rcp85","early",0.488888888888889,181
"9639",715,"early_marine","HadGEM2-ES","rcp85","mid",0.638888888888889,181
"9640",715,"early_marine","HadGEM2-ES","rcp85","late",0.722222222222222,181
"9641",715,"early_marine","MPI-ESM-LR","rcp45","hist",0.258333333333333,181
"9642",715,"early_marine","MPI-ESM-LR","rcp45","early",0.323611111111111,181
"9643",715,"early_marine","MPI-ESM-LR","rcp45","mid",0.338888888888889,181
"9644",715,"early_marine","MPI-ESM-LR","rcp45","late",0.4,181
"9645",715,"early_marine","MPI-ESM-LR","rcp85","hist",0.258333333333333,181
"9646",715,"early_marine","MPI-ESM-LR","rcp85","early",0.333333333333333,181
"9647",715,"early_marine","MPI-ESM-LR","rcp85","mid",0.402777777777778,181
"9648",715,"early_marine","MPI-ESM-LR","rcp85","late",0.613888888888889,181
"9649",715,"marine_rearing","ACCESS1-0","rcp45","hist",0.35625,730
"9650",715,"marine_rearing","ACCESS1-0","rcp45","early",0.402083333333333,730
"9651",715,"marine_rearing","ACCESS1-0","rcp45","mid",0.496527777777778,730
"9652",715,"marine_rearing","ACCESS1-0","rcp45","late",0.576149425287356,730
"9653",715,"marine_rearing","ACCESS1-0","rcp85","hist",0.35625,730
"9654",715,"marine_rearing","ACCESS1-0","rcp85","early",0.406944444444444,730
"9655",715,"marine_rearing","ACCESS1-0","rcp85","mid",0.547222222222222,730
"9656",715,"marine_rearing","ACCESS1-0","rcp85","late",0.630747126436782,730
"9657",715,"marine_rearing","CanESM2","rcp45","hist",0.265277777777778,730
"9658",715,"marine_rearing","CanESM2","rcp45","early",0.329861111111111,730
"9659",715,"marine_rearing","CanESM2","rcp45","mid",0.440277777777778,730
"9660",715,"marine_rearing","CanESM2","rcp45","late",0.556034482758621,730
"9661",715,"marine_rearing","CanESM2","rcp85","hist",0.265277777777778,730
"9662",715,"marine_rearing","CanESM2","rcp85","early",0.345138888888889,730
"9663",715,"marine_rearing","CanESM2","rcp85","mid",0.538194444444444,730
"9664",715,"marine_rearing","CanESM2","rcp85","late",0.795258620689655,730
"9665",715,"marine_rearing","CCSM4","rcp45","hist",0.4,730
"9666",715,"marine_rearing","CCSM4","rcp45","early",0.535416666666667,730
"9667",715,"marine_rearing","CCSM4","rcp45","mid",0.584027777777778,730
"9668",715,"marine_rearing","CCSM4","rcp45","late",0.60632183908046,730
"9669",715,"marine_rearing","CCSM4","rcp85","hist",0.4,730
"9670",715,"marine_rearing","CCSM4","rcp85","early",0.545138888888889,730
"9671",715,"marine_rearing","CCSM4","rcp85","mid",0.600694444444444,730
"9672",715,"marine_rearing","CCSM4","rcp85","late",0.779094827586207,730
"9673",715,"marine_rearing","CNRM-CM5","rcp45","hist",0.266666666666667,730
"9674",715,"marine_rearing","CNRM-CM5","rcp45","early",0.298611111111111,730
"9675",715,"marine_rearing","CNRM-CM5","rcp45","mid",0.340972222222222,730
"9676",715,"marine_rearing","CNRM-CM5","rcp45","late",0.392241379310345,730
"9677",715,"marine_rearing","CNRM-CM5","rcp85","hist",0.266666666666667,730
"9678",715,"marine_rearing","CNRM-CM5","rcp85","early",0.321180555555556,730
"9679",715,"marine_rearing","CNRM-CM5","rcp85","mid",0.381597222222222,730
"9680",715,"marine_rearing","CNRM-CM5","rcp85","late",0.507183908045977,730
"9681",715,"marine_rearing","HadGEM2-ES","rcp45","hist",0.244444444444444,730
"9682",715,"marine_rearing","HadGEM2-ES","rcp45","early",0.306944444444444,730
"9683",715,"marine_rearing","HadGEM2-ES","rcp45","mid",0.420833333333333,730
"9684",715,"marine_rearing","HadGEM2-ES","rcp45","late",0.453920361247947,730
"9685",715,"marine_rearing","HadGEM2-ES","rcp85","hist",0.244444444444444,730
"9686",715,"marine_rearing","HadGEM2-ES","rcp85","early",0.308333333333333,730
"9687",715,"marine_rearing","HadGEM2-ES","rcp85","mid",0.41875,730
"9688",715,"marine_rearing","HadGEM2-ES","rcp85","late",0.612068965517241,730
"9689",715,"marine_rearing","MPI-ESM-LR","rcp45","hist",0.284722222222222,730
"9690",715,"marine_rearing","MPI-ESM-LR","rcp45","early",0.325,730
"9691",715,"marine_rearing","MPI-ESM-LR","rcp45","mid",0.396527777777778,730
"9692",715,"marine_rearing","MPI-ESM-LR","rcp45","late",0.392241379310345,730
"9693",715,"marine_rearing","MPI-ESM-LR","rcp85","hist",0.284722222222222,730
"9694",715,"marine_rearing","MPI-ESM-LR","rcp85","early",0.351388888888889,730
"9695",715,"marine_rearing","MPI-ESM-LR","rcp85","mid",0.447222222222222,730
"9696",715,"marine_rearing","MPI-ESM-LR","rcp85","late",0.549568965517241,730
"9697",715,"adult_migration","ACCESS1-0","rcp45","hist",0.0872362869198312,79
"9698",715,"adult_migration","ACCESS1-0","rcp45","early",0.344092827004219,79
"9699",715,"adult_migration","ACCESS1-0","rcp45","mid",0.454324894514768,79
"9700",715,"adult_migration","ACCESS1-0","rcp45","late",0.541877637130802,79
"9701",715,"adult_migration","ACCESS1-0","rcp85","hist",0.0879746835443038,79
"9702",715,"adult_migration","ACCESS1-0","rcp85","early",0.369831223628692,79
"9703",715,"adult_migration","ACCESS1-0","rcp85","mid",0.494198312236287,79
"9704",715,"adult_migration","ACCESS1-0","rcp85","late",0.766350210970464,79
"9705",715,"adult_migration","CanESM2","rcp45","hist",0.0862869198312236,79
"9706",715,"adult_migration","CanESM2","rcp45","early",0.381012658227848,79
"9707",715,"adult_migration","CanESM2","rcp45","mid",0.471729957805907,79
"9708",715,"adult_migration","CanESM2","rcp45","late",0.518248945147679,79
"9709",715,"adult_migration","CanESM2","rcp85","hist",0.0886075949367089,79
"9710",715,"adult_migration","CanESM2","rcp85","early",0.383966244725738,79
"9711",715,"adult_migration","CanESM2","rcp85","mid",0.514978902953587,79
"9712",715,"adult_migration","CanESM2","rcp85","late",0.741455696202532,79
"9713",715,"adult_migration","CCSM4","rcp45","hist",0.0733122362869198,79
"9714",715,"adult_migration","CCSM4","rcp45","early",0.331856540084388,79
"9715",715,"adult_migration","CCSM4","rcp45","mid",0.445569620253165,79
"9716",715,"adult_migration","CCSM4","rcp45","late",0.472784810126582,79
"9717",715,"adult_migration","CCSM4","rcp85","hist",0.0727848101265823,79
"9718",715,"adult_migration","CCSM4","rcp85","early",0.362447257383966,79
"9719",715,"adult_migration","CCSM4","rcp85","mid",0.485654008438819,79
"9720",715,"adult_migration","CCSM4","rcp85","late",0.674789029535865,79
"9721",715,"adult_migration","CNRM-CM5","rcp45","hist",0.0959915611814346,79
"9722",715,"adult_migration","CNRM-CM5","rcp45","early",0.331856540084388,79
"9723",715,"adult_migration","CNRM-CM5","rcp45","mid",0.4,79
"9724",715,"adult_migration","CNRM-CM5","rcp45","late",0.419620253164557,79
"9725",715,"adult_migration","CNRM-CM5","rcp85","hist",0.0968354430379747,79
"9726",715,"adult_migration","CNRM-CM5","rcp85","early",0.356962025316456,79
"9727",715,"adult_migration","CNRM-CM5","rcp85","mid",0.420042194092827,79
"9728",715,"adult_migration","CNRM-CM5","rcp85","late",0.570569620253165,79
"9729",715,"adult_migration","HadGEM2-ES","rcp45","hist",0.085126582278481,79
"9730",715,"adult_migration","HadGEM2-ES","rcp45","early",0.318143459915612,79
"9731",715,"adult_migration","HadGEM2-ES","rcp45","mid",0.47795358649789,79
"9732",715,"adult_migration","HadGEM2-ES","rcp45","late",0.577215189873418,79
"9733",715,"adult_migration","HadGEM2-ES","rcp85","hist",0.0880801687763713,79
"9734",715,"adult_migration","HadGEM2-ES","rcp85","early",0.377215189873418,79
"9735",715,"adult_migration","HadGEM2-ES","rcp85","mid",0.534493670886076,79
"9736",715,"adult_migration","HadGEM2-ES","rcp85","late",0.817721518987342,79
"9737",715,"adult_migration","MPI-ESM-LR","rcp45","hist",0.103586497890295,79
"9738",715,"adult_migration","MPI-ESM-LR","rcp45","early",0.256751054852321,79
"9739",715,"adult_migration","MPI-ESM-LR","rcp45","mid",0.406118143459916,79
"9740",715,"adult_migration","MPI-ESM-LR","rcp45","late",0.399472573839662,79
"9741",715,"adult_migration","MPI-ESM-LR","rcp85","hist",0.101371308016878,79
"9742",715,"adult_migration","MPI-ESM-LR","rcp85","early",0.264345991561181,79
"9743",715,"adult_migration","MPI-ESM-LR","rcp85","mid",0.442405063291139,79
"9744",715,"adult_migration","MPI-ESM-LR","rcp85","late",0.523523206751055,79
"9745",715,"spawning","ACCESS1-0","rcp45","hist",0.403703703703704,36
"9746",715,"spawning","ACCESS1-0","rcp45","early",0.482407407407407,36
"9747",715,"spawning","ACCESS1-0","rcp45","mid",0.511805555555556,36
"9748",715,"spawning","ACCESS1-0","rcp45","late",0.678240740740741,36
"9749",715,"spawning","ACCESS1-0","rcp85","hist",0.403703703703704,36
"9750",715,"spawning","ACCESS1-0","rcp85","early",0.476157407407407,36
"9751",715,"spawning","ACCESS1-0","rcp85","mid",0.5625,36
"9752",715,"spawning","ACCESS1-0","rcp85","late",0.887962962962963,36
"9753",715,"spawning","CanESM2","rcp45","hist",0.427083333333333,36
"9754",715,"spawning","CanESM2","rcp45","early",0.491435185185185,36
"9755",715,"spawning","CanESM2","rcp45","mid",0.530787037037037,36
"9756",715,"spawning","CanESM2","rcp45","late",0.645138888888889,36
"9757",715,"spawning","CanESM2","rcp85","hist",0.426851851851852,36
"9758",715,"spawning","CanESM2","rcp85","early",0.488194444444444,36
"9759",715,"spawning","CanESM2","rcp85","mid",0.613425925925926,36
"9760",715,"spawning","CanESM2","rcp85","late",0.9125,36
"9761",715,"spawning","CCSM4","rcp45","hist",0.409722222222222,36
"9762",715,"spawning","CCSM4","rcp45","early",0.49212962962963,36
"9763",715,"spawning","CCSM4","rcp45","mid",0.497222222222222,36
"9764",715,"spawning","CCSM4","rcp45","late",0.570833333333333,36
"9765",715,"spawning","CCSM4","rcp85","hist",0.4125,36
"9766",715,"spawning","CCSM4","rcp85","early",0.486805555555556,36
"9767",715,"spawning","CCSM4","rcp85","mid",0.576157407407407,36
"9768",715,"spawning","CCSM4","rcp85","late",0.846759259259259,36
"9769",715,"spawning","CNRM-CM5","rcp45","hist",0.400694444444444,36
"9770",715,"spawning","CNRM-CM5","rcp45","early",0.472453703703704,36
"9771",715,"spawning","CNRM-CM5","rcp45","mid",0.488888888888889,36
"9772",715,"spawning","CNRM-CM5","rcp45","late",0.494444444444444,36
"9773",715,"spawning","CNRM-CM5","rcp85","hist",0.399074074074074,36
"9774",715,"spawning","CNRM-CM5","rcp85","early",0.48587962962963,36
"9775",715,"spawning","CNRM-CM5","rcp85","mid",0.499305555555556,36
"9776",715,"spawning","CNRM-CM5","rcp85","late",0.686111111111111,36
