"species","region","culabel","dat_qual","start","end","stage"
"SER","haida gwaii","East Haida Gwaii (river-type)",NA,2022-09-03,2022-09-29,"Upriver Migration"
"SER","haida gwaii","North Haida Gwaii (river-type)",NA,2022-08-15,2022-08-15,"Upriver Migration"
"SER","haida gwaii","West Haida Gwaii (river-type)",NA,2022-08-24,2022-08-23,"Upriver Migration"
"SER","nass","Lower Nass-Portland (river-type)",NA,2022-06-06,2022-08-19,"Upriver Migration"
"SER","nass","Upper Nass River (river-type)",NA,2022-06-13,2022-10-23,"Upriver Migration"
"SER","skeena","Skeena River-High Interior (river-type)",NA,NA,2022-09-26,"Upriver Migration"
"SER","skeena","Skeena River (river-type)",NA,2022-07-22,2022-09-18,"Upriver Migration"
"SER","transboundary","Alsek (river-type)",NA,NA,NA,"Upriver Migration"
"SER","transboundary","Chilkat (river-type)",NA,NA,NA,"Upriver Migration"
"SER","transboundary","Northern Transboundary Fjords (river-type)",NA,2022-06-15,NA,"Upriver Migration"
"SER","vancouver island and mainland inlets","East Vancouver Island & Georgia Strait (river-type)",NA,2022-08-21,2022-10-10,"Upriver Migration"
"SER","vancouver island and mainland inlets","NW Vancouver Island (river-type)",NA,2022-09-13,2022-10-07,"Upriver Migration"
"SER","vancouver island and mainland inlets","Southern Fjords (river-type)",NA,2022-08-11,2022-09-16,"Upriver Migration"
"SER","vancouver island and mainland inlets","West Vancouver Island (river-type)",NA,2022-09-11,2022-11-01,"Upriver Migration"
"SH","central coast","Central Coast Winter",NA,2022-11-02,2023-01-01,"Upriver Migration"
"SH","central coast","North Coast Summer",NA,2022-06-20,2023-01-01,"Upriver Migration"
"SH","central coast","North Coast Winter",NA,2022-11-02,2023-01-01,"Upriver Migration"
"SH","central coast","Transition Summer",NA,2022-06-20,2023-01-01,"Upriver Migration"
"SH","columbia","Mid Columbia Summer",NA,2022-07-30,2023-01-01,"Upriver Migration"
"SH","fraser","Boundary Bay Winter",NA,2022-11-29,2023-01-01,"Upriver Migration"
"SH","fraser","Fraser Canyon Summer",NA,2022-09-21,2023-01-01,"Upriver Migration"
"SH","fraser","Lower Fraser Summer",NA,2022-05-23,2022-06-05,"Upriver Migration"
"SH","fraser","Lower Fraser Winter",NA,2022-11-29,2023-01-01,"Upriver Migration"
"SH","fraser","Mid Fraser Summer",NA,2022-09-21,2023-01-01,"Upriver Migration"
"SH","fraser","Thompson Summer",NA,2022-09-21,2023-01-01,"Upriver Migration"
"SH","haida gwaii","Haida Gwaii Winter",NA,2022-03-13,2022-05-22,"Upriver Migration"
"SH","nass","Nass Summer",NA,2022-07-07,2023-01-01,"Upriver Migration"
"SH","nass","Nass Winter",NA,2022-03-13,2022-05-22,"Upriver Migration"
"SH","skeena","Babine",NA,2022-07-15,2023-01-01,"Upriver Migration"
"SH","skeena","Bulkley",NA,2022-07-09,2023-01-01,"Upriver Migration"
"SH","skeena","Kispiox",NA,2022-07-14,2023-01-01,"Upriver Migration"
"SH","skeena","Middle Skeena",NA,2022-07-14,2023-01-01,"Upriver Migration"
"SH","skeena","Morice",NA,2022-07-09,2023-01-01,"Upriver Migration"
"SH","skeena","Skeena Coastal Summers",NA,2022-07-06,2023-01-01,"Upriver Migration"
"SH","skeena","Skeena Coastal Winters",NA,2022-10-15,2023-01-01,"Upriver Migration"
"SH","skeena","Suskwa",NA,2022-07-18,2023-01-01,"Upriver Migration"
"SH","skeena","Upper Skeena",NA,2022-07-10,2023-01-01,"Upriver Migration"
"SH","skeena","Upper Skeena Headwaters",NA,2022-07-10,2023-01-01,"Upriver Migration"
"SH","skeena","Upper Sustut",NA,2022-07-11,2023-01-01,"Upriver Migration"
"SH","transboundary","Alsek Summer",NA,NA,NA,"Upriver Migration"
"SH","transboundary","Stikine Summer",NA,NA,NA,"Upriver Migration"
"SH","transboundary","Stikine Winter",NA,NA,NA,"Upriver Migration"
"SH","transboundary","Taku Summer",NA,NA,NA,"Upriver Migration"
"SH","transboundary","Taku Winter",NA,NA,NA,"Upriver Migration"
"SH","vancouver island and mainland inlets","East Vancouver Island Summer",NA,2022-06-20,2023-01-01,"Upriver Migration"
"SH","vancouver island and mainland inlets","East Vancouver Island Winter",NA,2022-05-10,2022-05-24,"Upriver Migration"
"SH","vancouver island and mainland inlets","South Coast Summer",NA,2022-04-27,2022-06-16,"Upriver Migration"
"SH","vancouver island and mainland inlets","South Coast Winter",NA,2022-05-12,2022-06-14,"Upriver Migration"
"SH","vancouver island and mainland inlets","West Vancouver Island Summer",NA,2022-06-20,2023-01-01,"Upriver Migration"
"SH","vancouver island and mainland inlets","West Vancouver Island Winter",NA,2022-12-03,2023-01-01,"Upriver Migration"
"SH","central coast","Central Coast Winter",NA,2022-01-02,2022-06-27,"Upriver Migration"
"SH","central coast","North Coast Summer",NA,2022-01-02,2022-06-16,"Upriver Migration"
"SH","central coast","North Coast Winter",NA,2022-01-02,2022-06-27,"Upriver Migration"
"SH","central coast","Transition Summer",NA,2022-01-02,2022-06-16,"Upriver Migration"
"SH","columbia","Mid Columbia Summer",NA,2022-01-02,2022-05-16,"Upriver Migration"
"SH","fraser","Boundary Bay Winter",NA,2022-01-02,2022-06-12,"Upriver Migration"
"SH","fraser","Fraser Canyon Summer",NA,2022-01-02,2022-06-12,"Upriver Migration"
"SH","fraser","Lower Fraser Winter",NA,2022-01-02,2022-06-12,"Upriver Migration"
"SH","fraser","Mid Fraser Summer",NA,2022-01-02,2022-06-05,"Upriver Migration"
"SH","fraser","Thompson Summer",NA,2022-01-02,2022-06-04,"Upriver Migration"
"SH","nass","Nass Summer",NA,2022-01-02,2022-07-04,"Upriver Migration"
"SH","skeena","Babine",NA,2022-01-02,2022-06-13,"Upriver Migration"
"SH","skeena","Bulkley",NA,2022-01-02,2022-06-06,"Upriver Migration"
"SH","skeena","Kispiox",NA,2022-01-02,2022-06-11,"Upriver Migration"
"SH","skeena","Middle Skeena",NA,2022-01-02,2022-05-28,"Upriver Migration"
"SH","skeena","Morice",NA,2022-01-02,2022-06-27,"Upriver Migration"
"SH","skeena","Skeena Coastal Summers",NA,2022-01-02,2022-06-08,"Upriver Migration"
"SH","skeena","Skeena Coastal Winters",NA,2022-01-02,2022-05-22,"Upriver Migration"
"SH","skeena","Suskwa",NA,2022-01-02,2022-06-18,"Upriver Migration"
"SH","skeena","Upper Skeena",NA,2022-01-02,2022-06-27,"Upriver Migration"
"SH","skeena","Upper Skeena Headwaters",NA,2022-01-02,2022-06-27,"Upriver Migration"
"SH","skeena","Upper Sustut",NA,2022-01-02,2022-06-27,"Upriver Migration"
"SH","vancouver island and mainland inlets","East Vancouver Island Summer",NA,2022-01-02,2022-06-16,"Upriver Migration"
"SH","vancouver island and mainland inlets","West Vancouver Island Summer",NA,2022-01-02,2022-06-16,"Upriver Migration"
"SH","vancouver island and mainland inlets","West Vancouver Island Winter",NA,2022-01-02,2022-06-19,"Upriver Migration"
"CK","central coast","Bella Coola-Bentinck",1,2022-08-04,2022-10-01,"Spawning"
"CK","central coast","Dean River",1,2022-08-09,2022-09-22,"Spawning"
"CK","central coast","Docee",1,2022-09-11,2022-10-23,"Spawning"
"CK","central coast","North & Central Coast-Early",1,2022-08-04,2022-09-08,"Spawning"
"CK","central coast","North & Central Coast-Late",1,2022-08-04,2022-09-19,"Spawning"
"CK","central coast","Rivers Inlet",1,2022-08-16,2022-09-24,"Spawning"
"CK","central coast","Wannock",1,2022-09-18,2022-11-20,"Spawning"
"CK","columbia","Okanagan",6,NA,NA,"Spawning"
"CK","fraser","Boundary Bay (Fall 4-1)",6,2022-08-31,2022-10-11,"Spawning"
"CK","fraser","Fraser-Harrison Fall Transplant (Fall 4-1)",6,2022-08-31,2022-10-11,"Spawning"
"CK","fraser","Fraser Canyon-Nahatlatch (Spring 5-2)",1,2022-09-08,2022-10-10,"Spawning"
"CK","fraser","Lower Fraser River-Maria Slough (Summer 4-1)",1,2022-09-22,2022-11-05,"Spawning"
"CK","fraser","Lower Fraser River-Upper Pitt (Summer 5-2)",2,2022-08-07,2022-09-19,"Spawning"
"CK","fraser","Lower Fraser River (Fall 4-1)",1,2022-10-13,2022-12-08,"Spawning"
"CK","fraser","Lower Fraser River (Spring 5-2)",2,2022-05-14,2022-07-31,"Spawning"
"CK","fraser","Lower Fraser River (Summer 5-2)",1,2022-08-27,2022-10-25,"Spawning"
"CK","fraser","Lower Thompson River (Spring 4-2)",1,2022-08-15,2022-09-21,"Spawning"
"CK","fraser","Middle Fraser River-Portage (Fall 5-2)",1,2022-09-27,2022-11-03,"Spawning"
"CK","fraser","Middle Fraser River (Spring 5-2)",1,2022-08-14,2022-09-12,"Spawning"
"CK","fraser","Middle Fraser River (Summer 5-2)",1,2022-09-05,2022-10-03,"Spawning"
"CK","fraser","North Thompson River (Spring 5-2)",1,2022-08-12,2022-09-11,"Spawning"
"CK","fraser","North Thompson River (Summer 5-2)",1,2022-09-04,2022-10-03,"Spawning"
"CK","fraser","Shuswap River (Summer 4-1)",1,2022-09-11,2022-10-28,"Spawning"
"CK","fraser","South Thompson-Adams River Upper",5,2022-09-07,2022-10-04,"Spawning"
"CK","fraser","South Thompson River-Bessette Creek (Summer 4-2)",1,2022-09-10,2022-10-11,"Spawning"
"CK","fraser","South Thompson River (Summer 4-1)",1,2022-09-18,2022-10-28,"Spawning"
"CK","fraser","South Thompson River (Summer 5-2)",1,2022-08-31,2022-10-11,"Spawning"
"CK","fraser","Upper Fraser River (Spring 5-2)",1,2022-08-13,2022-09-07,"Spawning"
"CK","haida gwaii","East Haida Gwaii",1,2022-08-13,2022-09-12,"Spawning"
"CK","haida gwaii","North Haida Gwaii",1,2022-08-10,2022-09-28,"Spawning"
"CK","nass","Portland Sound-Observatory Inlet-Lower Nass",1,2022-07-29,2022-08-31,"Spawning"
"CK","nass","Upper Nass",1,2022-08-09,2022-09-23,"Spawning"
"CK","skeena","Ecstall",1,2022-08-24,2022-09-30,"Spawning"
"CK","skeena","Kalum-Early",1,2022-08-13,2022-09-16,"Spawning"
"CK","skeena","Kalum-Late",2,2022-08-27,2022-10-04,"Spawning"
"CK","skeena","Lakelse",1,2022-08-21,2022-09-19,"Spawning"
"CK","skeena","Lower Skeena",1,2022-08-16,2022-09-14,"Spawning"
"CK","skeena","Middle Skeena-Large Lakes",1,2022-08-28,2022-09-30,"Spawning"
"CK","skeena","Middle Skeena-Mainstem Tributaries",1,2022-08-15,2022-09-14,"Spawning"
"CK","skeena","Sicintine",6,2022-08-18,2022-09-20,"Spawning"
"CK","skeena","Skeena Estuary",1,2022-09-06,2022-10-09,"Spawning"
"CK","skeena","Upper Bulkley River",1,2022-08-16,2022-09-13,"Spawning"
"CK","skeena","Upper Skeena",1,2022-08-13,2022-09-09,"Spawning"
"CK","skeena","Zymoetz",1,2022-08-13,2022-09-09,"Spawning"
"CK","transboundary","Alsek",6,NA,NA,"Spawning"
"CK","transboundary","Lynn Canal",6,NA,NA,"Spawning"
"CK","transboundary","Stikine-Early Timing",6,NA,NA,"Spawning"
"CK","transboundary","Stikine-Late Timing",6,NA,NA,"Spawning"
"CK","transboundary","Taku-Early Timing",6,NA,NA,"Spawning"
"CK","transboundary","Taku-Late Timing",6,NA,NA,"Spawning"
"CK","transboundary","Taku-Mid Timing",6,NA,NA,"Spawning"
"CK","transboundary","Unuk",6,NA,NA,"Spawning"
"CK","transboundary","Whiting",6,NA,NA,"Spawning"
"CK","vancouver island and mainland inlets","East Vancouver Island-Cowichan and Koksilah (Fall x-1)",1,2022-09-20,2022-11-12,"Spawning"
"CK","vancouver island and mainland inlets","East Vancouver Island-Georgia Strait (Summer 4-1)",1,2022-08-20,2022-11-04,"Spawning"
"CK","vancouver island and mainland inlets","East Vancouver Island-Goldstream (Fall x-1)",1,2022-10-18,2022-11-24,"Spawning"
"CK","vancouver island and mainland inlets","East Vancouver Island-Nanaimo (Spring x-2)",6,2022-09-10,2022-10-23,"Spawning"
"CK","vancouver island and mainland inlets","East Vancouver Island-Nanaimo and Chemainus (Fall x-1)",1,2022-09-22,2022-10-30,"Spawning"
"CK","vancouver island and mainland inlets","East Vancouver Island-North (Fall x-1)",1,2022-09-05,2022-10-24,"Spawning"
"CK","vancouver island and mainland inlets","East Vancouver Island-Qualicum and Puntledge (Fall x-1)",1,2022-09-27,2022-11-03,"Spawning"
"CK","vancouver island and mainland inlets","Homathko (Summer x-x)",2,2022-08-18,2022-09-22,"Spawning"
"CK","vancouver island and mainland inlets","Klinaklini (Summer 5-2)",1,2022-07-16,2022-09-25,"Spawning"
"CK","vancouver island and mainland inlets","Southern Mainland-Georgia Strait (Fall x-1)",2,2022-08-08,2022-09-21,"Spawning"
"CK","vancouver island and mainland inlets","Southern Mainland-Southern Fjords (Fall x-1)",1,2022-08-02,2022-09-21,"Spawning"
"CK","vancouver island and mainland inlets","West Vancouver Island-Nootka and Kyuquot (Fall x-1)",1,2022-09-15,2022-10-22,"Spawning"
"CK","vancouver island and mainland inlets","West Vancouver Island-North (Fall x-1)",1,2022-09-09,2022-10-14,"Spawning"
"CK","vancouver island and mainland inlets","West Vancouver Island-South (Fall x-1)",1,2022-10-01,2022-11-05,"Spawning"
"CM","central coast","Bella Coola-Dean Rivers",1,2022-08-08,2022-09-26,"Spawning"
"CM","central coast","Bella Coola River-Late",5,2022-09-18,2022-11-09,"Spawning"
"CM","central coast","Douglas-Gardner",1,2022-08-13,2022-09-19,"Spawning"
"CM","central coast","Hecate Lowlands",1,2022-09-04,2022-10-05,"Spawning"
"CM","central coast","Mussel-Kynoch",1,2022-08-26,2022-10-06,"Spawning"
"CM","central coast","Rivers Inlet",1,2022-08-31,2022-10-09,"Spawning"
"CM","central coast","Smith Inlet",1,2022-09-09,2022-10-18,"Spawning"
"CM","central coast","Spiller-Fitz-Hugh-Burke",1,2022-09-04,2022-10-15,"Spawning"
"CM","central coast","Wannock",2,2022-10-12,2022-11-26,"Spawning"
"CM","fraser","Lower Fraser",1,2022-10-19,2022-12-10,"Spawning"
"CM","haida gwaii","East Haida Gwaii",1,2022-09-27,2022-10-25,"Spawning"
"CM","haida gwaii","North Haida Gwaii",1,2022-10-03,2022-10-27,"Spawning"
"CM","haida gwaii","North Haida Gwaii-Stanley Creek",1,2022-08-29,2022-09-27,"Spawning"
"CM","haida gwaii","Skidegate",1,2022-09-16,2022-10-23,"Spawning"
"CM","haida gwaii","West Haida Gwaii",1,2022-09-18,2022-10-18,"Spawning"
"CM","nass","Lower Nass",1,2022-08-31,2022-09-30,"Spawning"
"CM","nass","Portland Canal-Observatory",1,2022-08-05,2022-09-12,"Spawning"
"CM","nass","Portland Inlet",1,2022-08-13,2022-09-18,"Spawning"
"CM","skeena","Lower Skeena",1,2022-08-23,2022-09-23,"Spawning"
"CM","skeena","Middle Skeena",1,2022-08-22,2022-09-19,"Spawning"
"CM","skeena","Skeena Estuary",1,2022-09-03,2022-09-30,"Spawning"
"CM","skeena","Upper Skeena",6,2022-08-23,2022-09-28,"Spawning"
"CM","transboundary","Lower Stikine",6,NA,NA,"Spawning"
"CM","transboundary","Lynn Canal",6,NA,NA,"Spawning"
"CM","transboundary","Taku",6,NA,NA,"Spawning"
"CM","transboundary","Unuk",6,NA,NA,"Spawning"
"CM","transboundary","Whiting",6,NA,NA,"Spawning"
"CM","vancouver island and mainland inlets","Bute Inlet",1,2022-09-28,2022-11-18,"Spawning"
"CM","vancouver island and mainland inlets","Georgia Strait",1,2022-10-20,2022-12-04,"Spawning"
"CM","vancouver island and mainland inlets","Howe Sound-Burrard Inlet",1,2022-10-28,2022-12-10,"Spawning"
"CM","vancouver island and mainland inlets","Loughborough",1,2022-10-10,2022-11-15,"Spawning"
"CM","vancouver island and mainland inlets","Northeast Vancouver Island",1,2022-10-05,2022-11-12,"Spawning"
"CM","vancouver island and mainland inlets","Northwest Vancouver Island",1,2022-10-09,2022-11-02,"Spawning"
"CM","vancouver island and mainland inlets","Southern Coastal Streams",1,2022-09-13,2022-10-27,"Spawning"
"CM","vancouver island and mainland inlets","Southwest & West Vancouver Island",1,2022-10-11,2022-11-17,"Spawning"
"CM","vancouver island and mainland inlets","Upper Knight",1,2022-09-08,2022-10-26,"Spawning"
"CO","central coast","Bella Coola-Dean Rivers",1,2022-10-11,2022-12-04,"Spawning"
"CO","central coast","Brim-Wahoo",6,2022-09-21,2022-11-10,"Spawning"
"CO","central coast","Douglas Channel-Kitimat Arm",1,2022-09-28,2022-11-15,"Spawning"
"CO","central coast","Hecate Strait Mainland",1,2022-09-08,2022-10-20,"Spawning"
"CO","central coast","Mussel-Kynoch",1,2022-09-09,2022-10-17,"Spawning"
"CO","central coast","Northern Coastal Streams",1,2022-09-18,2022-11-04,"Spawning"
"CO","central coast","Rivers Inlet",1,2022-09-25,2022-11-23,"Spawning"
"CO","central coast","Smith Inlet",1,2022-09-25,2022-11-13,"Spawning"
"CO","fraser","Boundary Bay",6,2022-10-25,2022-12-14,"Spawning"
"CO","fraser","Fraser Canyon",1,2022-11-03,2022-12-20,"Spawning"
"CO","fraser","Interior Fraser",1,2022-10-27,2022-12-13,"Spawning"
"CO","fraser","Lillooet",2,2022-10-28,2022-12-10,"Spawning"
"CO","fraser","Lower Fraser",1,2022-10-29,2022-12-29,"Spawning"
"CO","fraser","Lower Thompson",1,2022-10-26,2022-12-07,"Spawning"
"CO","fraser","North Thompson",1,2022-10-31,2022-12-02,"Spawning"
"CO","fraser","South Thompson",1,2022-10-27,2022-12-02,"Spawning"
"CO","haida gwaii","East Haida Gwaii",1,2022-10-03,2022-11-07,"Spawning"
"CO","haida gwaii","Haida Gwaii-Graham Island Lowlands",1,2022-09-26,2022-11-07,"Spawning"
"CO","haida gwaii","West Haida Gwaii",1,2022-10-03,2022-11-04,"Spawning"
"CO","nass","Lower Nass",1,2022-10-02,2022-11-18,"Spawning"
"CO","nass","Portland Sound-Observatory Inlet-Portland Canal",1,2022-09-26,2022-11-10,"Spawning"
"CO","nass","Upper Nass",1,2022-09-22,2022-11-09,"Spawning"
"CO","skeena","Lower Skeena",1,2022-10-15,2022-11-28,"Spawning"
"CO","skeena","Middle Skeena",1,2022-10-04,2022-11-09,"Spawning"
"CO","skeena","Skeena Estuary",1,2022-09-30,2022-11-09,"Spawning"
"CO","skeena","Upper Skeena",1,2022-09-29,2022-10-29,"Spawning"
"CO","transboundary","Alsek",6,NA,NA,"Spawning"
"CO","transboundary","Lower Stikine",6,NA,NA,"Spawning"
"CO","transboundary","Lynn Canal",6,NA,NA,"Spawning"
"CO","transboundary","Taku-Early Timing",6,NA,NA,"Spawning"
"CO","transboundary","Taku-Late Timing",6,NA,NA,"Spawning"
"CO","transboundary","Taku-Mid Timing",6,NA,NA,"Spawning"
"CO","transboundary","Unuk",6,NA,NA,"Spawning"
"CO","transboundary","Whiting",6,NA,NA,"Spawning"
"CO","vancouver island and mainland inlets","Clayoquot",1,2022-10-13,2022-12-06,"Spawning"
"CO","vancouver island and mainland inlets","East Vancouver Island-Georgia Strait",1,2022-10-26,2022-12-15,"Spawning"
"CO","vancouver island and mainland inlets","East Vancouver Island-Johnstone Strait-Southern Fjords",1,2022-09-19,2022-11-15,"Spawning"
"CO","vancouver island and mainland inlets","Georgia Strait Mainland",1,2022-10-06,2022-12-01,"Spawning"
"CO","vancouver island and mainland inlets","Homathko-Klinaklini Rivers",1,2022-09-10,2022-11-10,"Spawning"
"CO","vancouver island and mainland inlets","Howe Sound-Burrard Inlet",1,2022-09-30,2022-12-08,"Spawning"
"CO","vancouver island and mainland inlets","Juan de Fuca-Pachena",1,2022-10-18,2022-12-01,"Spawning"
"CO","vancouver island and mainland inlets","Nahwitti Lowland",1,2022-09-27,2022-11-08,"Spawning"
"CO","vancouver island and mainland inlets","Southern Coastal Streams-Queen Charlotte Strait-Johnstone Strait-Southern Fjords",1,2022-09-20,2022-11-09,"Spawning"
"CO","vancouver island and mainland inlets","West Vancouver Island",1,2022-10-07,2022-12-04,"Spawning"
"PKE","central coast","Hecate Lowlands (even)",1,2022-09-01,2022-10-02,"Spawning"
"PKE","central coast","Hecate Strait-Fjords (even)",1,2022-08-21,2022-09-25,"Spawning"
"PKE","haida gwaii","East Haida Gwaii (even)",1,2022-09-09,2022-10-08,"Spawning"
"PKE","haida gwaii","North Haida Gwaii (even)",1,2022-08-29,2022-09-25,"Spawning"
"PKE","haida gwaii","West Haida Gwaii (even)",1,2022-09-05,2022-10-03,"Spawning"
"PKE","nass","Upper Nass (even)",6,2022-08-20,2022-09-20,"Spawning"
"PKE","skeena","Lower Skeena (even)",6,2022-08-21,2022-09-23,"Spawning"
"PKE","skeena","Middle-Upper Skeena (even)",1,2022-08-21,2022-09-15,"Spawning"
"PKE","skeena","Nass-Skeena Estuary (even)",1,2022-08-22,2022-09-21,"Spawning"
"PKE","transboundary","Transboundary Fjords (even)",6,NA,NA,"Spawning"
"PKE","vancouver island and mainland inlets","Georgia Strait (even)",1,2022-09-11,2022-10-11,"Spawning"
"PKE","vancouver island and mainland inlets","Northwest Vancouver Island (even)",2,2022-09-05,2022-09-28,"Spawning"
"PKE","vancouver island and mainland inlets","Southern Fjords (even)",1,2022-08-31,2022-10-11,"Spawning"
"PKE","vancouver island and mainland inlets","West Vancouver Island (even)",1,2022-09-08,2022-10-11,"Spawning"
"PKO","central coast","Hecate Strait-Fjords (odd)",1,2022-08-20,2022-09-25,"Spawning"
"PKO","central coast","Hecate Strait-Lowlands (odd)",1,2022-09-01,2022-10-01,"Spawning"
"PKO","central coast","Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd)",1,2022-08-21,2022-09-28,"Spawning"
"PKO","fraser","Fraser River (odd)",2,2022-09-29,2022-10-30,"Spawning"
"PKO","haida gwaii","East Haida Gwaii (odd)",1,2022-09-06,2022-10-03,"Spawning"
"PKO","haida gwaii","North Haida Gwaii (odd)",2,2022-08-26,2022-09-24,"Spawning"
"PKO","haida gwaii","West Haida Gwaii (odd)",1,2022-09-01,2022-09-29,"Spawning"
"PKO","nass","Nass-Portland-Observatory (odd)",1,2022-08-14,2022-09-15,"Spawning"
"PKO","nass","Upper Nass (odd)",6,2022-08-20,2022-09-20,"Spawning"
"PKO","skeena","Lower Skeena River (odd)",1,2022-08-22,2022-09-20,"Spawning"
"PKO","skeena","Middle-Upper Skeena (odd)",1,2022-08-21,2022-09-18,"Spawning"
"PKO","skeena","Nass-Skeena Estuary (odd)",1,2022-08-31,2022-09-29,"Spawning"
"PKO","transboundary","Transboundary Fjords (odd)",6,NA,NA,"Spawning"
"PKO","vancouver island and mainland inlets","East Howe Sound-Burrard Inlet (odd)",2,2022-08-28,2022-10-11,"Spawning"
"PKO","vancouver island and mainland inlets","East Vancouver Island-Johnstone Strait (odd)",1,2022-08-23,2022-10-06,"Spawning"
"PKO","vancouver island and mainland inlets","Georgia Strait (odd)",1,2022-09-04,2022-10-09,"Spawning"
"PKO","vancouver island and mainland inlets","Nahwitti (odd)",1,2022-08-31,2022-10-07,"Spawning"
"PKO","vancouver island and mainland inlets","Southern Fjords (odd)",1,2022-08-30,2022-10-07,"Spawning"
"PKO","vancouver island and mainland inlets","West Vancouver Island (odd)",1,2022-09-10,2022-10-11,"Spawning"
"SEL","central coast","Backland",1,2022-08-18,2022-10-03,"Spawning"
"SEL","central coast","Banks",1,2022-08-14,2022-09-20,"Spawning"
"SEL","central coast","Bloomfield",1,2022-08-20,2022-09-19,"Spawning"
"SEL","central coast","Bolton Creek",2,2022-07-29,2022-09-09,"Spawning"
"SEL","central coast","Bonilla",1,2022-08-17,2022-09-24,"Spawning"
"SEL","central coast","Borrowman Creek",1,2022-08-19,2022-09-24,"Spawning"
"SEL","central coast","Busey Creek",2,2022-06-20,2022-07-27,"Spawning"
"SEL","central coast","Canoona",1,2022-09-14,2022-10-15,"Spawning"
"SEL","central coast","Cartwright Creek",4,2022-07-12,2022-08-23,"Spawning"
"SEL","central coast","Chic Chic",6,2022-08-14,2022-09-15,"Spawning"
"SEL","central coast","Citeyats",2,2022-07-23,2022-09-11,"Spawning"
"SEL","central coast","Curtis Inlet",1,2022-07-30,2022-09-06,"Spawning"
"SEL","central coast","Dallain Creek",1,2022-06-26,2022-07-31,"Spawning"
"SEL","central coast","Deer",1,2022-08-06,2022-09-19,"Spawning"
"SEL","central coast","Devon",1,2022-08-07,2022-09-24,"Spawning"
"SEL","central coast","Dome",6,2022-08-14,2022-09-15,"Spawning"
"SEL","central coast","Douglas Creek",2,2022-07-24,2022-09-04,"Spawning"
"SEL","central coast","Elizabeth",4,2022-07-03,2022-07-25,"Spawning"
"SEL","central coast","Elsie/Hoy",2,2022-08-21,2022-09-30,"Spawning"
"SEL","central coast","End Hill Creek",2,2022-08-01,2022-09-20,"Spawning"
"SEL","central coast","Evelyn",1,2022-08-20,2022-10-03,"Spawning"
"SEL","central coast","Evinrude Inlet",2,2022-08-19,2022-09-23,"Spawning"
"SEL","central coast","Fannie Cove",1,2022-08-07,2022-09-15,"Spawning"
"SEL","central coast","Freeda",1,2022-08-06,2022-08-29,"Spawning"
"SEL","central coast","Hartley Bay",1,2022-08-19,2022-10-01,"Spawning"
"SEL","central coast","Hevenor Inlet",2,2022-07-31,2022-08-31,"Spawning"
"SEL","central coast","Higgins Lagoon",2,2022-07-22,2022-09-07,"Spawning"
"SEL","central coast","Kadjusdis River",1,2022-08-20,2022-09-24,"Spawning"
"SEL","central coast","Kainet Creek",1,2022-08-15,2022-09-18,"Spawning"
"SEL","central coast","Kdelmashan Creek",1,2022-08-27,2022-09-27,"Spawning"
"SEL","central coast","Keecha",1,2022-08-09,2022-09-15,"Spawning"
"SEL","central coast","Kent Inlet Lagoon Creek",5,2022-09-17,2022-10-14,"Spawning"
"SEL","central coast","Kenzuwash Creeks",2,2022-07-05,2022-08-24,"Spawning"
"SEL","central coast","Keswar Creek",2,2022-07-26,2022-09-01,"Spawning"
"SEL","central coast","Kildidt Creek",4,2022-07-21,2022-08-26,"Spawning"
"SEL","central coast","Kildidt Lagoon Creek",6,2022-08-14,2022-09-15,"Spawning"
"SEL","central coast","Kimsquit",2,2022-08-28,2022-10-22,"Spawning"
"SEL","central coast","Kisameet",1,2022-09-05,2022-10-05,"Spawning"
"SEL","central coast","Kitkiata",1,2022-08-15,2022-10-03,"Spawning"
"SEL","central coast","Kitlope",1,2022-08-08,2022-09-20,"Spawning"
"SEL","central coast","Koeye",1,2022-08-09,2022-09-24,"Spawning"
"SEL","central coast","Kooryet",1,2022-08-08,2022-09-11,"Spawning"
"SEL","central coast","Kunsoot River",6,2022-08-14,2022-09-15,"Spawning"
"SEL","central coast","Kwakwa Creek",1,2022-08-16,2022-09-13,"Spawning"
"SEL","central coast","Lewis Creek",2,2022-07-13,2022-09-01,"Spawning"
"SEL","central coast","Limestone Creek",1,2022-09-14,2022-10-14,"Spawning"
"SEL","central coast","Long",1,2022-09-10,2022-10-21,"Spawning"
"SEL","central coast","Lowe/Simpson/Weir",1,2022-08-24,2022-09-30,"Spawning"
"SEL","central coast","Mary Cove Creek",1,2022-08-20,2022-10-02,"Spawning"
"SEL","central coast","Mcdonald Creek",2,2022-08-21,2022-09-21,"Spawning"
"SEL","central coast","Mcloughlin",2,2022-08-10,2022-09-23,"Spawning"
"SEL","central coast","Mikado",1,2022-08-13,2022-09-25,"Spawning"
"SEL","central coast","Monckton Inlet Creek",2,2022-07-28,2022-08-23,"Spawning"
"SEL","central coast","Namu",1,2022-08-07,2022-09-25,"Spawning"
"SEL","central coast","Owikeno",1,2022-09-04,2022-10-19,"Spawning"
"SEL","central coast","Pine River",2,2022-08-01,2022-09-04,"Spawning"
"SEL","central coast","Port John",1,2022-08-23,2022-10-12,"Spawning"
"SEL","central coast","Powles Creek",1,2022-07-29,2022-08-16,"Spawning"
"SEL","central coast","Price Creek",1,2022-08-20,2022-09-16,"Spawning"
