"species","region","culabel","dat_qual","start","end","stage"
"SEL","skeena","Gitanyow (Kitwanga/Kitwancool)",6,2022-01-02,2022-07-01,"Incubation"
"SEL","skeena","Johanson",6,2022-01-02,2022-07-01,"Incubation"
"SEL","skeena","Johnston",6,2022-01-02,2022-06-04,"Incubation"
"SEL","skeena","Kitsumkalum",6,2022-01-02,2022-06-04,"Incubation"
"SEL","skeena","Kluatantan",6,2022-01-02,2022-07-01,"Incubation"
"SEL","skeena","Kluayaz",6,2022-01-02,2022-07-01,"Incubation"
"SEL","skeena","Lakelse",2,2022-01-02,2022-06-04,"Incubation"
"SEL","skeena","Mcdonell/Dennis/Aldrich",6,2022-01-02,2022-06-04,"Incubation"
"SEL","skeena","Morice/Atna",6,2022-01-02,2022-07-01,"Incubation"
"SEL","skeena","Motase",6,2022-01-02,2022-07-01,"Incubation"
"SEL","skeena","Nilkitkwa",3,2022-01-02,2022-07-02,"Incubation"
"SEL","skeena","Prudhomme",6,2022-01-02,2022-06-08,"Incubation"
"SEL","skeena","Shawatlan",6,2022-01-02,2022-06-08,"Incubation"
"SEL","skeena","Sicintine",6,2022-01-02,2022-07-01,"Incubation"
"SEL","skeena","Slamgeesh",6,2022-01-02,2022-07-01,"Incubation"
"SEL","skeena","Spawning",6,2022-01-02,2022-07-01,"Incubation"
"SEL","skeena","Stephens",6,2022-01-02,2022-07-01,"Incubation"
"SEL","skeena","Sustut",6,2022-01-02,2022-07-01,"Incubation"
"SEL","skeena","Swan/Club",6,2022-01-02,2022-07-01,"Incubation"
"SEL","skeena","Tahlo/Morrison",6,2022-01-02,2022-07-01,"Incubation"
"SEL","transboundary","Blanchard",6,2022-01-02,2022-06-04,"Incubation"
"SEL","transboundary","Border",6,2022-01-02,2022-06-04,"Incubation"
"SEL","transboundary","Christina",6,2022-01-02,2022-06-04,"Incubation"
"SEL","transboundary","Chutine",6,2022-01-02,2022-06-04,"Incubation"
"SEL","transboundary","King Salmon",6,2022-01-02,2022-06-04,"Incubation"
"SEL","transboundary","Klukshu",6,2022-01-02,2022-06-04,"Incubation"
"SEL","transboundary","Kuthai",6,2022-01-02,2022-06-04,"Incubation"
"SEL","transboundary","Little Trapper",6,2022-01-02,2022-06-04,"Incubation"
"SEL","transboundary","Nesketahin",6,2022-01-02,2022-06-04,"Incubation"
"SEL","transboundary","Tahltan",6,2022-01-02,2022-06-04,"Incubation"
"SEL","transboundary","Tatsamenie",6,2022-01-02,2022-06-04,"Incubation"
"SEL","transboundary","Whiting",6,2022-01-02,2022-06-04,"Incubation"
"SEL","vancouver island and mainland inlets","Alice",6,2022-01-02,2022-05-10,"Incubation"
"SEL","vancouver island and mainland inlets","Canoe Creek",6,2022-01-02,2022-05-10,"Incubation"
"SEL","vancouver island and mainland inlets","Cecilia",6,2022-01-02,2022-05-10,"Incubation"
"SEL","vancouver island and mainland inlets","Cheewat",6,2022-01-02,2022-05-10,"Incubation"
"SEL","vancouver island and mainland inlets","Clayoquot",6,2022-01-02,2022-05-10,"Incubation"
"SEL","vancouver island and mainland inlets","Deserted",4,2022-01-02,2022-05-10,"Incubation"
"SEL","vancouver island and mainland inlets","Fairy",6,2022-01-02,2022-05-10,"Incubation"
"SEL","vancouver island and mainland inlets","Fulmore",6,2022-01-02,2022-06-08,"Incubation"
"SEL","vancouver island and mainland inlets","Great Central",6,2022-01-02,2022-05-10,"Incubation"
"SEL","vancouver island and mainland inlets","Henderson",6,2022-01-02,2022-05-10,"Incubation"
"SEL","vancouver island and mainland inlets","Hesquiat",6,2022-01-02,2022-05-10,"Incubation"
"SEL","vancouver island and mainland inlets","Heydon",6,2022-01-02,2022-06-08,"Incubation"
"SEL","vancouver island and mainland inlets","Hobiton",6,2022-01-02,2022-05-10,"Incubation"
"SEL","vancouver island and mainland inlets","Ida-Bonanza",6,2022-01-02,2022-06-08,"Incubation"
"SEL","vancouver island and mainland inlets","Jansen",6,2022-01-02,2022-05-10,"Incubation"
"SEL","vancouver island and mainland inlets","Kakweiken",6,2022-01-02,2022-06-08,"Incubation"
"SEL","vancouver island and mainland inlets","Kanim",6,2022-01-02,2022-05-10,"Incubation"
"SEL","vancouver island and mainland inlets","Kennedy",6,2022-01-02,2022-05-10,"Incubation"
"SEL","vancouver island and mainland inlets","Loose",6,2022-01-02,2022-06-08,"Incubation"
"SEL","vancouver island and mainland inlets","Mackenzie",6,2022-01-02,2022-06-08,"Incubation"
"SEL","vancouver island and mainland inlets","Maggie",6,2022-01-02,2022-05-10,"Incubation"
"SEL","vancouver island and mainland inlets","Megin",6,2022-01-02,2022-05-10,"Incubation"
"SEL","vancouver island and mainland inlets","Muchalat",6,2022-01-02,2022-05-10,"Incubation"
"SEL","vancouver island and mainland inlets","Muriel",6,2022-01-02,2022-05-10,"Incubation"
"SEL","vancouver island and mainland inlets","Nahwitti",6,2022-01-02,2022-06-08,"Incubation"
"SEL","vancouver island and mainland inlets","Nimpkish",6,2022-01-02,2022-06-08,"Incubation"
"SEL","vancouver island and mainland inlets","Nitinat",6,2022-01-02,2022-05-10,"Incubation"
"SEL","vancouver island and mainland inlets","O'Connell",6,2022-01-02,2022-05-10,"Incubation"
"SEL","vancouver island and mainland inlets","Park River",6,2022-01-02,2022-05-10,"Incubation"
"SEL","vancouver island and mainland inlets","Phillips",6,2022-01-02,2022-06-08,"Incubation"
"SEL","vancouver island and mainland inlets","Power",6,2022-01-02,2022-05-10,"Incubation"
"SEL","vancouver island and mainland inlets","Quatse",6,2022-01-02,2022-06-08,"Incubation"
"SEL","vancouver island and mainland inlets","Sakinaw",6,2022-01-02,2022-06-08,"Incubation"
"SEL","vancouver island and mainland inlets","Schoen",6,2022-01-02,2022-06-08,"Incubation"
"SEL","vancouver island and mainland inlets","Shushartie",6,2022-01-02,2022-06-08,"Incubation"
"SEL","vancouver island and mainland inlets","Sproat",6,2022-01-02,2022-05-10,"Incubation"
"SEL","vancouver island and mainland inlets","Tzoonie",6,2022-01-02,2022-06-08,"Incubation"
"SEL","vancouver island and mainland inlets","Vernon",6,2022-01-02,2022-05-10,"Incubation"
"SEL","vancouver island and mainland inlets","William-Brink",6,2022-01-02,2022-05-10,"Incubation"
"SEL","vancouver island and mainland inlets","Woss",6,2022-01-02,2022-06-08,"Incubation"
"SER","central coast","Northern Coastal Fjords (river-type)",4,2022-01-02,2022-07-09,"Incubation"
"SER","central coast","Northern Coastal Streams (river-type)",6,2022-01-02,2022-07-09,"Incubation"
"SER","central coast","Rivers-Smith Inlets (river-type)",6,2022-01-02,2022-05-08,"Incubation"
"SER","fraser","Harrison River (river-type)",6,2022-01-02,2022-05-08,"Incubation"
"SER","fraser","Widgeon (river-type)",6,2022-01-02,2022-05-08,"Incubation"
"SER","haida gwaii","East Haida Gwaii (river-type)",6,2022-01-02,2022-07-09,"Incubation"
"SER","haida gwaii","North Haida Gwaii (river-type)",6,2022-01-02,2022-07-09,"Incubation"
"SER","haida gwaii","West Haida Gwaii (river-type)",6,2022-01-02,2022-07-09,"Incubation"
"SER","nass","Lower Nass-Portland (river-type)",6,2022-01-02,2022-07-09,"Incubation"
"SER","nass","Upper Nass River (river-type)",6,2022-01-02,2022-07-09,"Incubation"
"SER","skeena","Skeena River-High Interior (river-type)",6,2022-01-02,2022-07-09,"Incubation"
"SER","skeena","Skeena River (river-type)",6,2022-01-02,2022-07-09,"Incubation"
"SER","transboundary","Alsek (river-type)",6,2022-01-02,2022-07-01,"Incubation"
"SER","transboundary","Chilkat (river-type)",6,2022-01-02,2022-07-01,"Incubation"
"SER","transboundary","Northern Transboundary Fjords (river-type)",4,2022-01-02,2022-07-01,"Incubation"
"SER","vancouver island and mainland inlets","East Vancouver Island & Georgia Strait (river-type)",4,2022-01-02,2022-05-08,"Incubation"
"SER","vancouver island and mainland inlets","NW Vancouver Island (river-type)",6,2022-01-02,2022-07-09,"Incubation"
"SER","vancouver island and mainland inlets","Southern Fjords (river-type)",6,2022-01-02,2022-05-08,"Incubation"
"SER","vancouver island and mainland inlets","West Vancouver Island (river-type)",6,2022-01-02,2022-07-09,"Incubation"
"SH","central coast","Central Coast Winter",4,2022-05-06,2022-09-11,"Incubation"
"SH","central coast","North Coast Summer",6,2022-05-11,2022-09-11,"Incubation"
"SH","central coast","North Coast Winter",6,2022-05-06,2022-09-11,"Incubation"
"SH","central coast","Transition Summer",6,2022-05-11,2022-09-11,"Incubation"
"SH","columbia","Mid Columbia Summer",6,2022-03-26,NA,"Incubation"
"SH","fraser","Boundary Bay Winter",6,2022-04-11,2022-09-25,"Incubation"
"SH","fraser","Fraser Canyon Summer",6,2022-05-03,2022-09-25,"Incubation"
"SH","fraser","Lower Fraser Summer",6,2022-05-08,2022-09-25,"Incubation"
"SH","fraser","Lower Fraser Winter",6,2022-04-11,2022-09-25,"Incubation"
"SH","fraser","Mid Fraser Summer",6,2022-05-08,2022-09-25,"Incubation"
"SH","fraser","Thompson Summer",4,2022-05-01,2022-09-25,"Incubation"
"SH","haida gwaii","Haida Gwaii Winter",6,2022-03-24,2022-09-11,"Incubation"
"SH","nass","Nass Summer",6,2022-05-01,2022-08-25,"Incubation"
"SH","nass","Nass Winter",6,2022-03-24,2022-09-11,"Incubation"
"SH","skeena","Babine",6,2022-05-07,2022-08-25,"Incubation"
"SH","skeena","Bulkley",6,2022-05-10,2022-08-25,"Incubation"
"SH","skeena","Kispiox",6,2022-05-21,2022-08-25,"Incubation"
"SH","skeena","Middle Skeena",6,2022-05-08,2022-08-25,"Incubation"
"SH","skeena","Morice",4,2022-05-13,2022-08-25,"Incubation"
"SH","skeena","Skeena Coastal Summers",6,2022-05-15,2022-09-11,"Incubation"
"SH","skeena","Skeena Coastal Winters",6,2022-03-24,2022-09-11,"Incubation"
"SH","skeena","Suskwa",6,2022-05-22,2022-08-25,"Incubation"
"SH","skeena","Upper Skeena",6,2022-06-02,2022-08-16,"Incubation"
"SH","skeena","Upper Skeena Headwaters",4,2022-06-02,2022-08-16,"Incubation"
"SH","skeena","Upper Sustut",6,2022-06-02,2022-08-16,"Incubation"
"SH","transboundary","Alsek Summer",6,NA,2022-09-11,"Incubation"
"SH","transboundary","Stikine Summer",6,NA,2022-09-11,"Incubation"
"SH","transboundary","Stikine Winter",6,NA,2022-09-11,"Incubation"
"SH","transboundary","Taku Summer",6,NA,2022-09-11,"Incubation"
"SH","transboundary","Taku Winter",6,NA,2022-09-11,"Incubation"
"SH","vancouver island and mainland inlets","East Vancouver Island Summer",6,2022-05-11,2022-09-11,"Incubation"
"SH","vancouver island and mainland inlets","East Vancouver Island Winter",5,2022-03-19,2022-06-20,"Incubation"
"SH","vancouver island and mainland inlets","South Coast Summer",6,2022-05-11,2022-09-11,"Incubation"
"SH","vancouver island and mainland inlets","South Coast Winter",6,2022-04-06,2022-09-11,"Incubation"
"SH","vancouver island and mainland inlets","West Vancouver Island Summer",6,2022-05-11,2022-09-11,"Incubation"
"SH","vancouver island and mainland inlets","West Vancouver Island Winter",6,2022-04-06,2022-09-11,"Incubation"
"SH","central coast","Central Coast Winter",4,2022-05-06,2022-09-11,"Incubation"
"SH","central coast","North Coast Summer",6,2022-05-11,2022-09-11,"Incubation"
"SH","central coast","North Coast Winter",6,2022-05-06,2022-09-11,"Incubation"
"SH","central coast","Transition Summer",6,2022-05-11,2022-09-11,"Incubation"
"SH","columbia","Mid Columbia Summer",6,2022-03-26,NA,"Incubation"
"SH","fraser","Boundary Bay Winter",6,2022-04-11,2022-09-25,"Incubation"
"SH","fraser","Fraser Canyon Summer",6,2022-05-03,2022-09-25,"Incubation"
"SH","fraser","Lower Fraser Winter",6,2022-04-11,2022-09-25,"Incubation"
"SH","fraser","Mid Fraser Summer",6,2022-05-08,2022-09-25,"Incubation"
"SH","fraser","Thompson Summer",4,2022-05-01,2022-09-25,"Incubation"
"SH","nass","Nass Summer",6,2022-05-01,2022-08-25,"Incubation"
"SH","skeena","Babine",6,2022-05-07,2022-08-25,"Incubation"
"SH","skeena","Bulkley",6,2022-05-10,2022-08-25,"Incubation"
"SH","skeena","Kispiox",6,2022-05-21,2022-08-25,"Incubation"
"SH","skeena","Middle Skeena",6,2022-05-08,2022-08-25,"Incubation"
"SH","skeena","Morice",4,2022-05-13,2022-08-25,"Incubation"
"SH","skeena","Skeena Coastal Summers",6,2022-05-15,2022-09-11,"Incubation"
"SH","skeena","Skeena Coastal Winters",6,2022-03-24,2022-09-11,"Incubation"
"SH","skeena","Suskwa",6,2022-05-22,2022-08-25,"Incubation"
"SH","skeena","Upper Skeena",6,2022-06-02,2022-08-16,"Incubation"
"SH","skeena","Upper Skeena Headwaters",4,2022-06-02,2022-08-16,"Incubation"
"SH","skeena","Upper Sustut",6,2022-06-02,2022-08-16,"Incubation"
"SH","vancouver island and mainland inlets","East Vancouver Island Summer",6,2022-05-11,2022-09-11,"Incubation"
"SH","vancouver island and mainland inlets","West Vancouver Island Summer",6,2022-05-11,2022-09-11,"Incubation"
"SH","vancouver island and mainland inlets","West Vancouver Island Winter",6,2022-04-06,2022-09-11,"Incubation"
"CK","central coast","Bella Coola-Bentinck",4,2022-03-13,2022-05-25,"Rearing"
"CK","central coast","Dean River",6,2022-01-02,2023-01-01,"Rearing"
"CK","central coast","Docee",6,2022-03-13,2022-05-25,"Rearing"
"CK","central coast","North & Central Coast-Early",2,2022-03-23,2022-06-16,"Rearing"
"CK","central coast","North & Central Coast-Late",6,2022-03-23,2022-06-16,"Rearing"
"CK","central coast","Rivers Inlet",6,2022-01-02,2023-01-01,"Rearing"
"CK","central coast","Wannock",6,2022-03-13,2022-05-25,"Rearing"
"CK","columbia","Okanagan",NA,2022-01-02,2023-01-01,"Rearing"
"CK","fraser","Boundary Bay (Fall 4-1)",5,2022-02-26,2022-06-13,"Rearing"
"CK","fraser","Fraser-Harrison Fall Transplant (Fall 4-1)",6,2022-02-26,2022-07-02,"Rearing"
"CK","fraser","Fraser Canyon-Nahatlatch (Spring 5-2)",6,2022-01-02,2023-01-01,"Rearing"
"CK","fraser","Lower Fraser River-Maria Slough (Summer 4-1)",6,2022-02-26,2022-07-02,"Rearing"
"CK","fraser","Lower Fraser River-Upper Pitt (Summer 5-2)",6,2022-01-02,2023-01-01,"Rearing"
"CK","fraser","Lower Fraser River (Fall 4-1)",5,2022-02-26,2022-06-15,"Rearing"
"CK","fraser","Lower Fraser River (Spring 5-2)",6,2022-01-02,2023-01-01,"Rearing"
"CK","fraser","Lower Fraser River (Summer 5-2)",6,2022-01-02,2023-01-01,"Rearing"
"CK","fraser","Lower Thompson River (Spring 4-2)",4,2022-01-02,2023-01-01,"Rearing"
"CK","fraser","Middle Fraser River-Portage (Fall 5-2)",5,2022-01-02,2023-01-01,"Rearing"
"CK","fraser","Middle Fraser River (Spring 5-2)",4,2022-01-02,2023-01-01,"Rearing"
"CK","fraser","Middle Fraser River (Summer 5-2)",1,2022-01-02,2023-01-01,"Rearing"
"CK","fraser","North Thompson River (Spring 5-2)",6,2022-01-02,2023-01-01,"Rearing"
"CK","fraser","North Thompson River (Summer 5-2)",6,2022-01-02,2023-01-01,"Rearing"
"CK","fraser","Shuswap River (Summer 4-1)",4,2022-04-04,2022-05-20,"Rearing"
"CK","fraser","South Thompson-Adams River Upper",6,2022-01-02,2023-01-01,"Rearing"
"CK","fraser","South Thompson River-Bessette Creek (Summer 4-2)",6,2022-01-02,2023-01-01,"Rearing"
"CK","fraser","South Thompson River (Summer 4-1)",4,2022-04-04,2022-07-02,"Rearing"
"CK","fraser","South Thompson River (Summer 5-2)",6,2022-01-02,2023-01-01,"Rearing"
"CK","fraser","Upper Fraser River (Spring 5-2)",2,2022-01-02,2023-01-01,"Rearing"
"CK","haida gwaii","East Haida Gwaii",6,2022-01-02,2023-01-01,"Rearing"
"CK","haida gwaii","North Haida Gwaii",6,2022-01-02,2023-01-01,"Rearing"
"CK","nass","Portland Sound-Observatory Inlet-Lower Nass",6,2022-01-02,2023-01-01,"Rearing"
"CK","nass","Upper Nass",6,2022-01-02,2023-01-01,"Rearing"
"CK","skeena","Ecstall",6,2022-04-06,2022-06-29,"Rearing"
"CK","skeena","Kalum-Early",6,2022-01-02,2023-01-01,"Rearing"
"CK","skeena","Kalum-Late",6,2022-01-02,2023-01-01,"Rearing"
"CK","skeena","Lakelse",6,2022-01-02,2023-01-01,"Rearing"
"CK","skeena","Lower Skeena",6,2022-01-02,2023-01-01,"Rearing"
"CK","skeena","Middle Skeena-Large Lakes",6,2022-01-02,2023-01-01,"Rearing"
"CK","skeena","Middle Skeena-Mainstem Tributaries",6,2022-01-02,2023-01-01,"Rearing"
"CK","skeena","Sicintine",6,2022-01-02,2023-01-01,"Rearing"
"CK","skeena","Skeena Estuary",6,2022-01-02,2023-01-01,"Rearing"
"CK","skeena","Upper Bulkley River",3,2022-01-02,2023-01-01,"Rearing"
"CK","skeena","Upper Skeena",6,2022-01-02,2023-01-01,"Rearing"
"CK","skeena","Zymoetz",6,2022-01-02,2023-01-01,"Rearing"
"CK","transboundary","Alsek",6,2022-01-02,2023-01-01,"Rearing"
"CK","transboundary","Lynn Canal",6,2022-01-02,2023-01-01,"Rearing"
"CK","transboundary","Stikine-Early Timing",1,2022-01-02,2023-01-01,"Rearing"
"CK","transboundary","Stikine-Late Timing",1,2022-01-02,2023-01-01,"Rearing"
"CK","transboundary","Taku-Early Timing",4,2022-01-02,2023-01-01,"Rearing"
"CK","transboundary","Taku-Late Timing",4,2022-01-02,2023-01-01,"Rearing"
"CK","transboundary","Taku-Mid Timing",4,2022-01-02,2023-01-01,"Rearing"
"CK","transboundary","Unuk",1,2022-01-02,2023-01-01,"Rearing"
"CK","transboundary","Whiting",6,2022-01-02,2023-01-01,"Rearing"
"CK","vancouver island and mainland inlets","East Vancouver Island-Cowichan and Koksilah (Fall x-1)",4,2022-02-21,2022-06-22,"Rearing"
"CK","vancouver island and mainland inlets","East Vancouver Island-Georgia Strait (Summer 4-1)",6,2022-02-26,2022-06-08,"Rearing"
"CK","vancouver island and mainland inlets","East Vancouver Island-Goldstream (Fall x-1)",6,2022-02-26,2022-06-08,"Rearing"
"CK","vancouver island and mainland inlets","East Vancouver Island-Nanaimo (Spring x-2)",4,2022-01-02,2023-01-01,"Rearing"
"CK","vancouver island and mainland inlets","East Vancouver Island-Nanaimo and Chemainus (Fall x-1)",1,2022-02-26,2022-05-17,"Rearing"
"CK","vancouver island and mainland inlets","East Vancouver Island-North (Fall x-1)",6,2022-01-02,2023-01-01,"Rearing"
"CK","vancouver island and mainland inlets","East Vancouver Island-Qualicum and Puntledge (Fall x-1)",4,2022-03-17,2022-06-27,"Rearing"
"CK","vancouver island and mainland inlets","Homathko (Summer x-x)",6,2022-03-13,2022-06-01,"Rearing"
"CK","vancouver island and mainland inlets","Klinaklini (Summer 5-2)",3,2022-01-02,2023-01-01,"Rearing"
"CK","vancouver island and mainland inlets","Southern Mainland-Georgia Strait (Fall x-1)",1,2022-02-26,2022-05-20,"Rearing"
"CK","vancouver island and mainland inlets","Southern Mainland-Southern Fjords (Fall x-1)",6,2022-02-26,2022-05-20,"Rearing"
"CK","vancouver island and mainland inlets","West Vancouver Island-Nootka and Kyuquot (Fall x-1)",4,2022-03-13,2022-06-02,"Rearing"
"CK","vancouver island and mainland inlets","West Vancouver Island-North (Fall x-1)",6,2022-03-13,2022-05-22,"Rearing"
"CK","vancouver island and mainland inlets","West Vancouver Island-South (Fall x-1)",3,2022-03-13,2022-05-16,"Rearing"
"CM","central coast","Bella Coola-Dean Rivers",2,NA,NA,"Rearing"
"CM","central coast","Bella Coola River-Late",4,NA,NA,"Rearing"
"CM","central coast","Douglas-Gardner",1,NA,NA,"Rearing"
"CM","central coast","Hecate Lowlands",1,NA,NA,"Rearing"
"CM","central coast","Mussel-Kynoch",6,NA,NA,"Rearing"
"CM","central coast","Rivers Inlet",6,NA,NA,"Rearing"
"CM","central coast","Smith Inlet",6,NA,NA,"Rearing"
"CM","central coast","Spiller-Fitz-Hugh-Burke",2,NA,NA,"Rearing"
"CM","central coast","Wannock",6,NA,NA,"Rearing"
"CM","fraser","Lower Fraser",1,NA,NA,"Rearing"
"CM","haida gwaii","East Haida Gwaii",2,NA,NA,"Rearing"
"CM","haida gwaii","North Haida Gwaii",6,NA,NA,"Rearing"
"CM","haida gwaii","North Haida Gwaii-Stanley Creek",6,NA,NA,"Rearing"
"CM","haida gwaii","Skidegate",6,NA,NA,"Rearing"
"CM","haida gwaii","West Haida Gwaii",6,NA,NA,"Rearing"
"CM","nass","Lower Nass",6,NA,NA,"Rearing"
"CM","nass","Portland Canal-Observatory",6,NA,NA,"Rearing"
"CM","nass","Portland Inlet",6,NA,NA,"Rearing"
"CM","skeena","Lower Skeena",6,NA,NA,"Rearing"
"CM","skeena","Middle Skeena",6,NA,NA,"Rearing"
"CM","skeena","Skeena Estuary",6,NA,NA,"Rearing"
"CM","skeena","Upper Skeena",6,NA,NA,"Rearing"
"CM","transboundary","Lower Stikine",6,NA,NA,"Rearing"
"CM","transboundary","Lynn Canal",6,NA,NA,"Rearing"
"CM","transboundary","Taku",4,NA,NA,"Rearing"
"CM","transboundary","Unuk",6,NA,NA,"Rearing"
"CM","transboundary","Whiting",6,NA,NA,"Rearing"
"CM","vancouver island and mainland inlets","Bute Inlet",6,NA,NA,"Rearing"
"CM","vancouver island and mainland inlets","Georgia Strait",1,NA,NA,"Rearing"
"CM","vancouver island and mainland inlets","Howe Sound-Burrard Inlet",1,NA,NA,"Rearing"
"CM","vancouver island and mainland inlets","Loughborough",4,NA,NA,"Rearing"
"CM","vancouver island and mainland inlets","Northeast Vancouver Island",6,NA,NA,"Rearing"
"CM","vancouver island and mainland inlets","Northwest Vancouver Island",6,NA,NA,"Rearing"
"CM","vancouver island and mainland inlets","Southern Coastal Streams",6,NA,NA,"Rearing"
"CM","vancouver island and mainland inlets","Southwest & West Vancouver Island",1,NA,NA,"Rearing"
"CM","vancouver island and mainland inlets","Upper Knight",3,NA,NA,"Rearing"
"CO","central coast","Bella Coola-Dean Rivers",6,2022-01-02,2023-01-01,"Rearing"
"CO","central coast","Brim-Wahoo",6,2022-01-02,2023-01-01,"Rearing"
"CO","central coast","Douglas Channel-Kitimat Arm",1,2022-01-02,2023-01-01,"Rearing"
"CO","central coast","Hecate Strait Mainland",1,2022-01-02,2023-01-01,"Rearing"
"CO","central coast","Mussel-Kynoch",6,2022-01-02,2023-01-01,"Rearing"
"CO","central coast","Northern Coastal Streams",4,2022-01-02,2023-01-01,"Rearing"
"CO","central coast","Rivers Inlet",6,2022-01-02,2023-01-01,"Rearing"
"CO","central coast","Smith Inlet",6,2022-01-02,2023-01-01,"Rearing"
"CO","fraser","Boundary Bay",4,2022-01-02,2023-01-01,"Rearing"
"CO","fraser","Fraser Canyon",6,2022-01-02,2023-01-01,"Rearing"
"CO","fraser","Interior Fraser",3,2022-01-02,2023-01-01,"Rearing"
"CO","fraser","Lillooet",6,2022-01-02,2023-01-01,"Rearing"
"CO","fraser","Lower Fraser",1,2022-01-02,2023-01-01,"Rearing"
"CO","fraser","Lower Thompson",2,2022-01-02,2023-01-01,"Rearing"
"CO","fraser","North Thompson",6,2022-01-02,2023-01-01,"Rearing"
"CO","fraser","South Thompson",6,2022-01-02,2023-01-01,"Rearing"
"CO","haida gwaii","East Haida Gwaii",1,2022-01-02,2023-01-01,"Rearing"
"CO","haida gwaii","Haida Gwaii-Graham Island Lowlands",6,2022-01-02,2023-01-01,"Rearing"
"CO","haida gwaii","West Haida Gwaii",6,2022-01-02,2023-01-01,"Rearing"
"CO","nass","Lower Nass",1,2022-01-02,2023-01-01,"Rearing"
"CO","nass","Portland Sound-Observatory Inlet-Portland Canal",2,2022-01-02,2023-01-01,"Rearing"
"CO","nass","Upper Nass",6,2022-01-02,2023-01-01,"Rearing"
"CO","skeena","Lower Skeena",4,2022-01-02,2023-01-01,"Rearing"
"CO","skeena","Middle Skeena",1,2022-01-02,2023-01-01,"Rearing"
"CO","skeena","Skeena Estuary",6,2022-01-02,2023-01-01,"Rearing"
"CO","skeena","Upper Skeena",1,2022-01-02,2023-01-01,"Rearing"
"CO","transboundary","Alsek",6,2022-01-02,2023-01-01,"Rearing"
"CO","transboundary","Lower Stikine",1,2022-01-02,2023-01-01,"Rearing"
"CO","transboundary","Lynn Canal",6,2022-01-02,2023-01-01,"Rearing"
"CO","transboundary","Taku-Early Timing",4,2022-01-02,2023-01-01,"Rearing"
"CO","transboundary","Taku-Late Timing",4,2022-01-02,2023-01-01,"Rearing"
"CO","transboundary","Taku-Mid Timing",4,2022-01-02,2023-01-01,"Rearing"
"CO","transboundary","Unuk",6,2022-01-02,2023-01-01,"Rearing"
"CO","transboundary","Whiting",6,2022-01-02,2023-01-01,"Rearing"
"CO","vancouver island and mainland inlets","Clayoquot",1,2022-01-02,2023-01-01,"Rearing"
"CO","vancouver island and mainland inlets","East Vancouver Island-Georgia Strait",1,2022-01-02,2023-01-01,"Rearing"
"CO","vancouver island and mainland inlets","East Vancouver Island-Johnstone Strait-Southern Fjords",4,2022-01-02,2023-01-01,"Rearing"
"CO","vancouver island and mainland inlets","Georgia Strait Mainland",1,2022-01-02,2023-01-01,"Rearing"
"CO","vancouver island and mainland inlets","Homathko-Klinaklini Rivers",3,2022-01-02,2023-01-01,"Rearing"
"CO","vancouver island and mainland inlets","Howe Sound-Burrard Inlet",1,2022-01-02,2023-01-01,"Rearing"
"CO","vancouver island and mainland inlets","Juan de Fuca-Pachena",1,2022-01-02,2023-01-01,"Rearing"
"CO","vancouver island and mainland inlets","Nahwitti Lowland",1,2022-01-02,2023-01-01,"Rearing"
"CO","vancouver island and mainland inlets","Southern Coastal Streams-Queen Charlotte Strait-Johnstone Strait-Southern Fjords",1,2022-01-02,2023-01-01,"Rearing"
"CO","vancouver island and mainland inlets","West Vancouver Island",1,2022-01-02,2023-01-01,"Rearing"
"PKE","central coast","Hecate Lowlands (even)",1,NA,NA,"Rearing"
"PKE","central coast","Hecate Strait-Fjords (even)",1,NA,NA,"Rearing"
"PKE","haida gwaii","East Haida Gwaii (even)",4,NA,NA,"Rearing"
"PKE","haida gwaii","North Haida Gwaii (even)",4,NA,NA,"Rearing"
"PKE","haida gwaii","West Haida Gwaii (even)",6,NA,NA,"Rearing"
"PKE","nass","Upper Nass (even)",6,NA,NA,"Rearing"
"PKE","skeena","Lower Skeena (even)",6,NA,NA,"Rearing"
"PKE","skeena","Middle-Upper Skeena (even)",5,NA,NA,"Rearing"
"PKE","skeena","Nass-Skeena Estuary (even)",6,NA,NA,"Rearing"
"PKE","transboundary","Transboundary Fjords (even)",6,NA,NA,"Rearing"
"PKE","vancouver island and mainland inlets","Georgia Strait (even)",4,NA,NA,"Rearing"
"PKE","vancouver island and mainland inlets","Northwest Vancouver Island (even)",6,NA,NA,"Rearing"
"PKE","vancouver island and mainland inlets","Southern Fjords (even)",3,NA,NA,"Rearing"
"PKE","vancouver island and mainland inlets","West Vancouver Island (even)",4,NA,NA,"Rearing"
"PKO","central coast","Hecate Strait-Fjords (odd)",1,NA,NA,"Rearing"
"PKO","central coast","Hecate Strait-Lowlands (odd)",1,NA,NA,"Rearing"
"PKO","central coast","Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd)",6,NA,NA,"Rearing"
"PKO","fraser","Fraser River (odd)",1,NA,NA,"Rearing"
"PKO","haida gwaii","East Haida Gwaii (odd)",4,NA,NA,"Rearing"
"PKO","haida gwaii","North Haida Gwaii (odd)",6,NA,NA,"Rearing"
"PKO","haida gwaii","West Haida Gwaii (odd)",6,NA,NA,"Rearing"
"PKO","nass","Nass-Portland-Observatory (odd)",6,NA,NA,"Rearing"
"PKO","nass","Upper Nass (odd)",6,NA,NA,"Rearing"
"PKO","skeena","Lower Skeena River (odd)",6,NA,NA,"Rearing"
