"species","region","culabel","faz","fm_start","fm_peak","fm_end","n_fm","fm_dat_qual","oe_start","oe_peak","oe_end","n_oe","oe_dat_qual","rt_start","rt_peak","rt_end","n_rt","rt_dat_qual","sp_start","sp_peak","sp_end","n_sp","dat_qual","arrival","n_arrival","fm_source_faz","oe_source_faz","oe_age","inc_start","inc_end","rear_start","rear_end","mig_start","mig_end"
"PKE","haida gwaii","West Haida Gwaii (even)","HG",NA,NA,NA,NA,NA,105,126,140,0,6,229,NA,NA,0,5,247.53063934978,261.637666050059,275.744698381357,581,1,240.722290199023,479,NA,"HG","0+",247.53063934978,140,NA,NA,229,275.744698381357
"PKE","nass","Upper Nass (even)","UNR",NA,NA,NA,NA,NA,NA,NA,NA,0,6,205,227,251,11,1,241.370682223813,249.793694380999,258.217014820624,13,2,232.920298043645,13,"MSK","MSK","0+",241.370682223813,NA,NA,NA,205,258.217014820624
"PKE","skeena","Lower Skeena (even)","LSK",NA,NA,NA,NA,NA,96,110,130,0,6,NA,NA,NA,NA,NA,232.3306533,NA,265.6388798,0,6,225.8170074,0,"HecLow","HecLow","0+",232.3306533,130,NA,NA,NA,265.6388798
"PKE","skeena","Middle-Upper Skeena (even)","MSK",NA,NA,NA,NA,NA,120,146,165,1,5,200,224.5,249,1,5,232.282217237853,245.000235186049,257.718349559013,256,1,220.424080900694,190,NA,"MSK","0+",232.282217237853,165,NA,NA,200,257.718349559013
"PKE","skeena","Nass-Skeena Estuary (even)","LNR-P",NA,NA,NA,NA,NA,96,110,130,0,6,182,224.5,249,0.5,5,233.566047257858,248.624945936355,263.683821808519,1697,1,225.450614957973,1387,"HecLow","HecLow","0+",233.566047257858,130,NA,NA,182,263.683821808519
"PKE","transboundary","Transboundary Fjords (even)","Taku",NA,NA,NA,NA,NA,105,126,140,0,6,188,205,221,15,1,NA,NA,NA,NA,NA,NA,NA,"HG","HG","0+",NA,140,NA,NA,188,NA
"PKE","vancouver island and mainland inlets","Georgia Strait (even)","SC",NA,NA,NA,NA,NA,72,86,105,1,4,244,NA,NA,0,5,253.289983127367,268.436606602489,283.583232318574,357,1,241.878500407537,227,NA,"SC","0+",253.289983127367,105,NA,NA,244,283.583232318574
"PKE","vancouver island and mainland inlets","Northwest Vancouver Island (even)","WVI",NA,NA,NA,NA,NA,98,115,118,0,6,227,NA,283,0,5,247.733426258416,259.352555854081,270.971679504029,142,2,243.858802963438,82,NA,"WVI","0+",247.733426258416,118,NA,NA,227,270.971679504029
"PKE","vancouver island and mainland inlets","Southern Fjords (even)","SC",NA,NA,NA,NA,NA,66.5,86,105.5,2,3,213,NA,NA,0,5,242.81187774428,263.024078866724,283.236283207595,1194,1,229.425560709778,953,NA,"SC","0+",242.81187774428,105.5,NA,NA,213,283.236283207595
"PKE","vancouver island and mainland inlets","West Vancouver Island (even)","WVI",NA,NA,NA,NA,NA,98,115,118,1,4,259,NA,NA,1,2,250.283430968515,266.849897700992,283.416390920811,553,1,243.893919287704,161,NA,"WVI","0+",250.283430968515,118,NA,NA,259,283.416390920811
"PKO","central coast","Hecate Strait-Fjords (odd)","NC",NA,NA,NA,NA,NA,78.3333333333333,94.3333333333333,129.666666666667,13,1,219,NA,NA,0,5,230.931818753206,249.086441393251,267.241080345097,2023,1,221.033013368589,1697,NA,"NC","0+",230.931818753206,129.666666666667,NA,NA,219,267.241080345097
"PKO","central coast","Hecate Strait-Lowlands (odd)","HecLow",NA,NA,NA,NA,NA,94.1818181818182,109.727272727273,130.909090909091,16,1,235,NA,NA,0,5,243.537452915531,258.495710483208,273.453962701238,2252,1,239.734484133354,1761,NA,"HecLow","0+",243.537452915531,130.909090909091,NA,NA,235,273.453962701238
"PKO","central coast","Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd)","RSI",NA,NA,NA,NA,NA,94,110,131,0,6,213,NA,NA,0,5,232.525650516011,251.721326509712,270.917090280246,581,1,223.373734968596,490,"HecLow","HecLow","0+",232.525650516011,131,NA,NA,213,270.917090280246
"PKO","fraser","Fraser River (odd)","LFR",NA,NA,NA,NA,NA,92.0625,112.25,133.875,57,1,235,252,266,7,1,271.637804543188,287.312834948933,302.987902321794,418,2,266.828162662492,326,NA,"LFR","0+",271.637804543188,133.875,NA,NA,235,302.987902321794
"PKO","haida gwaii","East Haida Gwaii (odd)","HG",NA,NA,NA,NA,NA,79,93.5,122,4,4,224,248,271,0,3,249.468266258792,263.248749302684,277.02919747442,385,1,237.982280362288,309,NA,"HG","0+",249.468266258792,122,NA,NA,224,277.02919747442
"PKO","haida gwaii","North Haida Gwaii (odd)","HG",NA,NA,NA,NA,NA,79,94,122,0,6,218,240,259,0,3,238.255262616082,252.459975787883,266.664513285662,117,2,229.984184653305,90,NA,"HG","0+",238.255262616082,122,NA,NA,218,266.664513285662
"PKO","haida gwaii","West Haida Gwaii (odd)","HG",NA,NA,NA,NA,NA,79,94,122,0,6,229,NA,NA,0,5,244.391677050711,257.862347190502,271.333132799492,72,1,244.033914180968,72,NA,"HG","0+",244.391677050711,122,NA,NA,229,271.333132799492
"PKO","nass","Nass-Portland-Observatory (odd)","LNR-P",NA,NA,NA,NA,NA,94,110,131,0,6,196,NA,NA,0,5,225.794900483674,241.486855143294,257.17876884718,662,1,217.856307584487,549,"HecLow","HecLow","0+",225.794900483674,131,NA,NA,196,257.17876884718
"PKO","nass","Upper Nass (odd)","UNR",NA,NA,NA,NA,NA,105,131,151,0,6,200,222,254,12,1,239.481730358816,249.532588255832,259.583218582997,10,2,235.357730820079,11,"MSK","MSK","0+",239.481730358816,151,NA,NA,200,259.583218582997
"PKO","skeena","Lower Skeena River (odd)","LSK",NA,NA,NA,NA,NA,94,110,131,0,6,200,224.5,249,1,5,233.619291669777,248.18345796699,262.747671574943,476,1,225.702685249805,370,"HecLow","HecLow","0+",233.619291669777,131,NA,NA,200,262.747671574943
"PKO","skeena","Middle-Upper Skeena (odd)","MSK",NA,NA,NA,NA,NA,104.75,130.625,150.75,3,4,200,224.5,249,1,5,232.574814220936,246.601592966122,260.628315723056,307,1,223.028586665682,228,NA,"MSK","0+",232.574814220936,150.75,NA,NA,200,260.628315723056
"PKO","skeena","Nass-Skeena Estuary (odd)","HecLow",NA,NA,NA,NA,NA,94,110,131,0,6,200,224.5,249,1,5,242.147925698684,256.628736899697,271.109468374335,530,1,234.484894171826,402,NA,"HecLow","0+",242.147925698684,131,NA,NA,200,271.109468374335
"PKO","transboundary","Transboundary Fjords (odd)","Taku",NA,NA,NA,NA,NA,79,94,122,0,6,184,200,216,15,1,NA,NA,NA,NA,NA,NA,NA,"HG","HG","0+",NA,122,NA,NA,184,NA
"PKO","vancouver island and mainland inlets","East Howe Sound-Burrard Inlet (odd)","SC",NA,NA,NA,NA,NA,77,102,121,0,6,NA,NA,NA,NA,NA,239.883933923674,261.936418203837,283.988923817154,127,2,226.950621507954,59,NA,"SC","0+",239.883933923674,121,NA,NA,NA,283.988923817154
"PKO","vancouver island and mainland inlets","East Vancouver Island-Johnstone Strait (odd)","EVI",NA,NA,NA,NA,NA,77,102,121,0,6,NA,NA,NA,NA,NA,234.928034183585,256.531446145358,278.134817362351,135,1,219.987463360576,109,"SC","SC","0+",234.928034183585,121,NA,NA,NA,278.134817362351
"PKO","vancouver island and mainland inlets","Georgia Strait (odd)","SC",NA,NA,NA,NA,NA,78,102,119.5,6,1,244,NA,NA,0,5,246.343202834188,263.791343471653,281.239478887821,556,1,239.613615180014,378,NA,"SC","0+",246.343202834188,119.5,NA,NA,244,281.239478887821
"PKO","vancouver island and mainland inlets","Nahwitti (odd)","WVI",NA,NA,NA,NA,NA,94,110,131,0,6,227,NA,283,0,5,242.495486679761,261.194211696682,279.892924794234,159,1,234.929547940055,142,"HecLow","HecLow","0+",242.495486679761,131,NA,NA,227,279.892924794234
"PKO","vancouver island and mainland inlets","Southern Fjords (odd)","SC",NA,NA,NA,NA,NA,72,102,125,2,4,213,NA,NA,0,5,241.959637702433,260.560607643406,279.161596559907,559,1,229.538242927173,421,NA,"SC","0+",241.959637702433,125,NA,NA,213,279.161596559907
"PKO","vancouver island and mainland inlets","West Vancouver Island (odd)","WVI",NA,NA,NA,NA,NA,94,110,131,0,6,251,NA,NA,3,2,252.22891763287,267.710651643636,283.192310468902,108,1,258.783720045111,112,"HecLow","HecLow","0+",252.22891763287,131,NA,NA,251,283.192310468902
"SEL","central coast","Backland","NC",118,134,158,0,6,108,127,149,0,6,NA,NA,NA,NA,NA,229.142531688854,252.258784018214,275.374837884899,30,1,196.480638153841,25,"HecLow","HecLow","1+",229.142531688854,158,1,365,NA,275.374837884899
"SEL","central coast","Banks","HecLow",118,134,158,0,6,108,127,149,0,6,NA,NA,NA,NA,NA,225.048853367986,243.702817538482,262.35683010664,30,1,177.844808511871,18,NA,"HecLow","1+",225.048853367986,158,1,365,NA,262.35683010664
"SEL","central coast","Bloomfield","HecLow",118,134,158,0,6,108,127,149,0,6,181,NA,NA,0,5,231.910116783673,246.581424688421,261.252674309015,47,1,211.240225962597,39,NA,"HecLow","1+",231.910116783673,158,1,365,181,261.252674309015
"SEL","central coast","Bolton Creek","HecLow",118,134,158,0,6,108,127,149,0,6,NA,NA,NA,NA,NA,209.976920184029,230.521632401776,251.066600333779,11,2,174.890866689909,7,NA,"HecLow","1+",209.976920184029,158,1,365,NA,251.066600333779
"SEL","central coast","Bonilla","HecLow",118,134,158,0,6,108,127,149,0,6,NA,NA,NA,NA,NA,228.052878596219,247.069197925288,266.085251660008,42,1,176.011555935444,19,NA,"HecLow","1+",228.052878596219,158,1,365,NA,266.085251660008
"SEL","central coast","Borrowman Creek","HecLow",118,134,158,0,6,108,127,149,0,6,203,NA,NA,0,5,230.973436864035,248.505983295373,266.038675450393,25,1,207.668693676892,29,NA,"HecLow","1+",230.973436864035,158,1,365,203,266.038675450393
"SEL","central coast","Busey Creek","HecLow",118,134,158,0,6,108,127,149,0,6,NA,NA,NA,NA,NA,170.233717702026,189.109394878297,207.984732400752,9,2,198.292458178146,0,NA,"HecLow","1+",170.233717702026,158,1,365,NA,207.984732400752
"SEL","central coast","Canoona","NC",118,134,158,0,6,108,127,149,0,6,180,NA,NA,0,5,256.215234412722,271.685899554732,287.156595239551,36,1,188.025162231878,44,"HecLow","HecLow","1+",256.215234412722,158,1,365,180,287.156595239551
"SEL","central coast","Cartwright Creek","HecLow",118,134,158,0,6,108,127,149,0,6,192,NA,NA,0,5,192.262528896454,213.262504953218,234.263315319801,3,4,198.301271106219,0,NA,"HecLow","1+",192.262528896454,158,1,365,192,234.263315319801
"SEL","central coast","Chic Chic","HecLow",118,134,158,0,6,108,127,149,0,6,NA,NA,NA,NA,NA,231.7396445,NA,267.3086296,0,6,198.2983543,0,NA,"HecLow","1+",231.7396445,158,1,365,NA,267.3086296
"SEL","central coast","Curtis Inlet","HecLow",118,134,158,0,6,108,127,149,0,6,NA,NA,NA,NA,NA,210.719000861402,229.502240753398,248.28549059206,48,1,185.408696306087,26,NA,"HecLow","1+",210.719000861402,158,1,365,NA,248.28549059206
"SEL","central coast","Dallain Creek","HecLow",118,134,158,0,6,108,127,149,0,6,NA,NA,NA,NA,NA,252.939329588851,267.939267335376,282.938980726362,1,1,207.303596846501,3,NA,"HecLow","1+",252.939329588851,158,1,365,NA,282.938980726362
"SEL","central coast","Deer","HecLow",118,134,158,0,6,108,127,149,0,6,NA,NA,NA,NA,NA,218.7074905774,240.514699528326,262.321905972145,30,1,217.920300586026,15,NA,"HecLow","1+",218.7074905774,158,1,365,NA,262.321905972145
"SEL","central coast","Devon","HecLow",118,134,158,0,6,108,127,149,0,6,NA,NA,NA,NA,NA,218.549480610057,242.607142344402,266.664737435133,52,1,180.661091399596,29,NA,"HecLow","1+",218.549480610057,158,1,365,NA,266.664737435133
"SEL","central coast","Dome","NC",118,134,158,0,6,108,127,149,0,6,NA,NA,NA,NA,NA,231.7396445,NA,267.3086296,0,6,198.2983543,0,"HecLow","HecLow","1+",231.7396445,158,1,365,NA,267.3086296
"SEL","central coast","Douglas Creek","HecLow",118,134,158,0,6,108,127,149,0,6,NA,NA,NA,NA,NA,204.511573935484,225.669192331282,246.825962101364,9,2,196.009983821075,2,NA,"HecLow","1+",204.511573935484,158,1,365,NA,246.825962101364
"SEL","central coast","Elizabeth","HecLow",118,134,158,0,6,108,127,149,0,6,NA,NA,NA,NA,NA,184.00474285048,194.838710941831,205.67320907321,3,4,198.291197580621,0,NA,"HecLow","1+",184.00474285048,158,1,365,NA,205.67320907321
"SEL","central coast","Elsie/Hoy","HecLow",118,134,158,0,6,108,127,149,0,6,NA,NA,NA,NA,NA,232.289183648641,252.444576735489,272.600318790098,17,2,214.631070243401,14,NA,"HecLow","1+",232.289183648641,158,1,365,NA,272.600318790098
"SEL","central coast","End Hill Creek","HecLow",118,134,158,0,6,108,127,149,0,6,NA,NA,NA,NA,NA,212.442132207525,237.295113858297,262.148076614795,29,2,171.428024274115,17,NA,"HecLow","1+",212.442132207525,158,1,365,NA,262.148076614795
"SEL","central coast","Evelyn","NC",118,134,158,0,6,108,127,149,0,6,180,NA,NA,0,5,231.57689274516,253.549414492349,275.521857669989,58,1,200.478892007145,49,"HecLow","HecLow","1+",231.57689274516,158,1,365,180,275.521857669989
"SEL","central coast","Evinrude Inlet","HecLow",118,134,158,0,6,108,127,149,0,6,NA,NA,NA,NA,NA,230.54502384444,247.777459295235,265.009788222427,15,2,189.208642485845,10,NA,"HecLow","1+",230.54502384444,158,1,365,NA,265.009788222427
"SEL","central coast","Fannie Cove","HecLow",118,134,158,0,6,108,127,149,0,6,160,NA,NA,0,5,267.285237000428,287.566380283242,307.847470244174,18,1,191.353493324294,20,NA,"HecLow","1+",267.285237000428,158,1,365,160,307.847470244174
"SEL","central coast","Freeda","HecLow",118,134,158,0,6,108,127,149,0,6,NA,NA,NA,NA,NA,217.495425287246,229.067088363235,240.639151188866,20,1,220.777425956568,10,NA,"HecLow","1+",217.495425287246,158,1,365,NA,240.639151188866
"SEL","central coast","Hartley Bay","HecLow",118,134,158,0,6,108,127,149,0,6,209,NA,NA,0,5,230.768371714409,252.184917847967,273.601635021625,56,1,215.960165264369,42,NA,"HecLow","1+",230.768371714409,158,1,365,209,273.601635021625
"SEL","central coast","Hevenor Inlet","HecLow",118,134,158,0,6,108,127,149,0,6,NA,NA,NA,NA,NA,211.010608796791,226.868056382963,242.725061375681,7,2,175.04579863147,5,NA,"HecLow","1+",211.010608796791,158,1,365,NA,242.725061375681
"SEL","central coast","Higgins Lagoon","HecLow",118,134,158,0,6,108,127,149,0,6,NA,NA,NA,NA,NA,202.416142432138,226.082920502648,249.749902706932,9,2,179.39486118088,3,NA,"HecLow","1+",202.416142432138,158,1,365,NA,249.749902706932
"SEL","central coast","Kadjusdis River","HecLow",118,134,158,0,6,108,127,149,0,6,160,NA,NA,0,5,260.690162669935,279.424677219289,298.159326195088,26,1,184.778876464849,22,NA,"HecLow","1+",260.690162669935,158,1,365,160,298.159326195088
"SEL","central coast","Kainet Creek","NC",118,134,158,0,6,108,127,149,0,6,170,NA,NA,0,5,245.68307493849,269.329282626345,292.975569756058,28,1,194.704711292684,27,"HecLow","HecLow","1+",245.68307493849,158,1,365,170,292.975569756058
"SEL","central coast","Kdelmashan Creek","HecLow",118,134,158,0,6,108,127,149,0,6,175,NA,NA,0,5,238.211384443197,253.802362486666,269.392981916247,22,1,181.453826466556,18,NA,"HecLow","1+",238.211384443197,158,1,365,175,269.392981916247
"SEL","central coast","Keecha","HecLow",118,134,158,0,6,108,127,149,0,6,NA,NA,NA,NA,NA,220.45178007752,238.812584490221,257.173269989484,38,1,189.147147132756,21,NA,"HecLow","1+",220.45178007752,158,1,365,NA,257.173269989484
"SEL","central coast","Kent Inlet Lagoon Creek","HecLow",118,134,158,0,6,108,127,149,0,6,NA,NA,NA,NA,NA,259.730548012212,272.912334860491,286.094740963662,7,5,202.79567192348,10,NA,"HecLow","1+",259.730548012212,158,1,365,NA,286.094740963662
"SEL","central coast","Kenzuwash Creeks","HecLow",118,134,158,0,6,108,127,149,0,6,NA,NA,NA,NA,NA,238.816902839747,263.984074289804,289.152114654738,3,2,165.442634614685,3,NA,"HecLow","1+",238.816902839747,158,1,365,NA,289.152114654738
"SEL","central coast","Keswar Creek","HecLow",118,134,158,0,6,108,127,149,0,6,NA,NA,NA,NA,NA,206.004106330515,224.793842451019,243.583653272759,19,2,170.32816286278,10,NA,"HecLow","1+",206.004106330515,158,1,365,NA,243.583653272759
"SEL","central coast","Kildidt Creek","HecLow",118,134,158,0,6,108,127,149,0,6,NA,NA,NA,NA,NA,236.147368533627,251.39680953639,266.647052583573,1,4,204.470106279635,2,NA,"HecLow","1+",236.147368533627,158,1,365,NA,266.647052583573
"SEL","central coast","Kildidt Lagoon Creek","HecLow",118,134,158,0,6,108,127,149,0,6,NA,NA,NA,NA,NA,262.906196257552,277.905444350806,292.90480305536,1,4,191.072542305042,1,NA,"HecLow","1+",262.906196257552,158,1,365,NA,292.90480305536
"SEL","central coast","Kimsquit","NC",118,134,158,0,6,108,127,149,0,6,180,NA,NA,0,5,239.379458038848,266.73511965456,294.091084167542,38,2,187.855742413497,27,"HecLow","HecLow","1+",239.379458038848,158,1,365,180,294.091084167542
"SEL","central coast","Kisameet","HecLow",118,134,158,0,6,108,127,149,0,6,178,NA,NA,0,5,247.572731399734,262.765450316398,277.958482197408,25,1,191.271297277282,15,NA,"HecLow","1+",247.572731399734,158,1,365,178,277.958482197408
"SEL","central coast","Kitkiata","NC",118,134,158,0,6,108,127,149,0,6,170,NA,NA,0,5,226.69454525101,251.360082902255,276.025656673151,50,1,194.513642222863,40,"HecLow","HecLow","1+",226.69454525101,158,1,365,170,276.025656673151
"SEL","central coast","Kitlope","NC",118,134,158,0,6,108,127,149,0,6,180,NA,NA,0,5,219.800880781041,241.276681183826,262.752565668981,59,1,192.437578862089,47,"HecLow","HecLow","1+",219.800880781041,158,1,365,180,262.752565668981
"SEL","central coast","Koeye","HecLow",118,134,158,0,6,110,122,145,8,1,147,NA,NA,0,5,251.298739577293,276.968624086112,302.638458535486,30,1,165.734326636908,27,NA,"HecLow","1+",251.298739577293,158,1,365,147,302.638458535486
"SEL","central coast","Kooryet","HecLow",118,134,158,0,6,108,127,149,0,6,NA,NA,NA,NA,NA,219.255617550474,236.323415613345,253.391390682098,47,1,183.951611712157,28,NA,"HecLow","1+",219.255617550474,158,1,365,NA,253.391390682098
"SEL","central coast","Kunsoot River","HecLow",118,134,158,0,6,108,127,149,0,6,NA,NA,NA,NA,NA,231.7396445,NA,267.3086296,0,6,198.2983543,0,NA,"HecLow","1+",231.7396445,158,1,365,NA,267.3086296
"SEL","central coast","Kwakwa Creek","HecLow",118,134,158,0,6,108,127,149,0,6,190,NA,NA,0,5,227.108318175171,241.32665225009,255.544907421523,41,1,187.767919779014,34,NA,"HecLow","1+",227.108318175171,158,1,365,190,255.544907421523
"SEL","central coast","Lewis Creek","HecLow",118,134,158,0,6,108,127,149,0,6,NA,NA,NA,NA,NA,193.364700318757,218.338954800913,243.312981587982,19,2,170.918789046946,9,NA,"HecLow","1+",193.364700318757,158,1,365,NA,243.312981587982
"SEL","central coast","Limestone Creek","HecLow",118,134,158,0,6,108,127,149,0,6,221,NA,NA,0,5,256.95899203065,271.736866006211,286.514368080365,18,1,210.099113875865,24,NA,"HecLow","1+",256.95899203065,158,1,365,221,286.514368080365
"SEL","central coast","Long","RSI",118,134,158,0,6,131,153,185,0,6,225,NA,NA,0,5,252.229975020422,272.706332951758,293.182579824501,85,1,218.348141493384,54,"HecLow","RSI","1+",252.229975020422,158,1,365,225,293.182579824501
"SEL","central coast","Lowe/Simpson/Weir","HecLow",118,134,158,0,6,108,127,149,0,6,NA,NA,NA,NA,NA,235.215486346316,253.765089922618,272.314695007014,47,1,215.509256859921,35,NA,"HecLow","1+",235.215486346316,158,1,365,NA,272.314695007014
"SEL","central coast","Mary Cove Creek","HecLow",118,134,158,0,6,105,126,146,24,1,159,NA,NA,0,5,231.072382832322,252.945436380943,274.818423468354,38,1,196.95278802046,21,NA,"HecLow","1+",231.072382832322,158,1,365,159,274.818423468354
"SEL","central coast","Mcdonald Creek","HecLow",118,134,158,0,6,108,127,149,0,6,213,NA,NA,0,5,260.113247086443,272.256520854442,284.399881347915,14,2,213.655974334332,15,NA,"HecLow","1+",260.113247086443,158,1,365,213,284.399881347915
"SEL","central coast","Mcloughlin","HecLow",118,134,158,0,6,108,127,149,0,6,169,NA,NA,0,5,259.602856651014,284.54265535508,309.482394945799,19,2,184.606893607753,20,NA,"HecLow","1+",259.602856651014,158,1,365,169,309.482394945799
"SEL","central coast","Mikado","HecLow",118,134,158,0,6,108,127,149,0,6,NA,NA,NA,NA,NA,224.749946771165,246.357234724745,267.964108787051,49,1,176.438931980541,29,NA,"HecLow","1+",224.749946771165,158,1,365,NA,267.964108787051
"SEL","central coast","Monckton Inlet Creek","HecLow",118,134,158,0,6,108,127,149,0,6,NA,NA,NA,NA,NA,255.539196419683,278.13079975034,300.721912872894,3,2,216.963214397856,5,NA,"HecLow","1+",255.539196419683,158,1,365,NA,300.721912872894
"SEL","central coast","Namu","HecLow",118,134,158,0,6,108,127,149,0,6,147,NA,NA,0,5,248.025603257849,276.231626900091,304.437685486248,28,1,165.49216308897,22,NA,"HecLow","1+",248.025603257849,158,1,365,147,304.437685486248
"SEL","central coast","Owikeno","RSI",118,134,158,0,6,131,153,185,4,3,219,NA,NA,0,5,246.8882006996,269.1400368863,291.391883586689,406,1,237.987087661371,261,"HecLow","RSI","1+",246.8882006996,158,1,365,219,291.391883586689
"SEL","central coast","Pine River","NC",118,134,158,0,6,108,127,149,0,6,NA,NA,NA,NA,NA,212.090969923275,229.186637210415,246.282025890248,18,2,192.009385576537,7,"HecLow","HecLow","1+",212.090969923275,158,1,365,NA,246.282025890248
"SEL","central coast","Port John","HecLow",105,120,130,1,4,106,134,162,13,2,178,NA,NA,0,5,234.650394994518,259.385827702338,284.121293981321,40,1,187.141380576865,22,NA,"HecLow","1+",234.650394994518,130,1,365,178,284.121293981321
"SEL","central coast","Powles Creek","HecLow",118,134,158,0,6,108,127,149,0,6,NA,NA,NA,NA,NA,209.263024807651,218.163116801052,227.062628415869,8,1,204.643914985892,10,NA,"HecLow","1+",209.263024807651,158,1,365,NA,227.062628415869
"SEL","central coast","Price Creek","HecLow",118,134,158,0,6,108,127,149,0,6,182,NA,NA,0,5,232.665300290961,246.066522785117,259.467529159973,37,1,198.044016873925,34,NA,"HecLow","1+",232.665300290961,158,1,365,182,259.467529159973
"SEL","central coast","Roderick","HecLow",121,137,165,7,1,110,128,147,21,1,NA,NA,NA,NA,NA,233.240326513173,248.452863500475,263.665218579758,23,1,203.662151073002,12,NA,"HecLow","1+",233.240326513173,165,1,365,NA,263.665218579758
"SEL","central coast","Ryan Creek","HecLow",118,134,158,0,6,108,127,149,0,6,NA,NA,NA,NA,NA,216.017573398221,234.893526927525,253.769133826854,19,1,197.846542296254,13,NA,"HecLow","1+",216.017573398221,158,1,365,NA,253.769133826854
"SEL","central coast","Salter","HecLow",118,134,158,0,6,108,127,149,0,6,NA,NA,NA,NA,NA,202.67271151945,224.610212759564,246.548080168222,9,2,208.465518570093,3,NA,"HecLow","1+",202.67271151945,158,1,365,NA,246.548080168222
"SEL","central coast","Scoular/Kilpatrick","HecLow",118,134,158,0,6,108,127,149,0,6,NA,NA,NA,NA,NA,218.652897490739,239.405589294524,260.158395315732,32,1,196.027581297377,19,NA,"HecLow","1+",218.652897490739,158,1,365,NA,260.158395315732
"SEL","central coast","Sheneeza Inlet","HecLow",118,134,158,0,6,108,127,149,0,6,NA,NA,NA,NA,NA,203.235099381224,222.225395305369,241.215700477145,27,1,191.204922544772,15,NA,"HecLow","1+",203.235099381224,158,1,365,NA,241.215700477145
"SEL","central coast","Ship Point Creek","HecLow",118,134,158,0,6,108,127,149,0,6,149,NA,NA,0,5,255.969921276407,278.026373868467,300.08245154953,9,2,182.196469158042,11,NA,"HecLow","1+",255.969921276407,158,1,365,149,300.08245154953
"SEL","central coast","Soda Creek","NC",118,134,158,0,6,108,127,149,0,6,NA,NA,NA,NA,NA,231.7396445,NA,267.3086296,0,6,198.2983543,0,"HecLow","HecLow","1+",231.7396445,158,1,365,NA,267.3086296
"SEL","central coast","South Atnarko Lakes","RSI",118,134,158,0,6,131,153,185,0,6,NA,NA,NA,NA,NA,231.7396445,NA,267.3086296,0,6,198.2983543,0,"HecLow","RSI","1+",231.7396445,158,1,365,NA,267.3086296
"SEL","central coast","Spencer Creek","HecLow",118,134,158,0,6,108,127,149,0,6,NA,NA,NA,NA,NA,206.070892948896,223.525979590434,240.980988602526,24,1,194.506703303222,6,NA,"HecLow","1+",206.070892948896,158,1,365,NA,240.980988602526
"SEL","central coast","Stannard Creek","HecLow",118,134,158,0,6,108,127,149,0,6,NA,NA,NA,NA,NA,216.913893554223,233.414204652546,249.915044716678,11,2,217.161588892485,5,NA,"HecLow","1+",216.913893554223,158,1,365,NA,249.915044716678
"SEL","central coast","Talamoosa Creek","HecLow",118,134,158,0,6,108,127,149,0,6,180,NA,NA,0,5,221.314085436924,239.696664139863,258.079296790145,21,1,205.128080537787,19,NA,"HecLow","1+",221.314085436924,158,1,365,180,258.079296790145
"SEL","central coast","Tankeeah River","HecLow",118,134,158,0,6,108,127,149,0,6,169,NA,NA,0,5,230.718137499433,250.067565604735,269.416877597695,42,1,206.117378483458,25,NA,"HecLow","1+",230.718137499433,158,1,365,169,269.416877597695
"SEL","central coast","Treneman Creek","HecLow",118,134,158,0,6,108,127,149,0,6,NA,NA,NA,NA,NA,263.788261676164,276.288426918687,288.788627743399,2,3,209.793883377483,3,NA,"HecLow","1+",263.788261676164,158,1,365,NA,288.788627743399
"SEL","central coast","Tsimtack/Moore/Roger","HecLow",118,134,158,0,6,108,127,149,0,6,NA,NA,NA,NA,NA,233.26542003675,255.717368939277,278.16901301599,48,1,209.829534586135,33,NA,"HecLow","1+",233.26542003675,158,1,365,NA,278.16901301599
"SEL","central coast","Tuno Creek East","HecLow",118,134,158,0,6,108,127,149,0,6,180,NA,NA,0,5,234.105282541896,250.574359462014,267.043091252065,15,2,199.499331793668,14,NA,"HecLow","1+",234.105282541896,158,1,365,180,267.043091252065
"SEL","central coast","Tuno Creek West","HecLow",118,134,158,0,6,108,127,149,0,6,170,NA,NA,0,5,272.287571340076,287.987434399403,303.687427576818,10,2,199.856156369667,14,NA,"HecLow","1+",272.287571340076,158,1,365,170,303.687427576818
"SEL","central coast","Tuwartz","HecLow",118,134,158,0,6,108,127,149,0,6,211,NA,NA,0,5,203.683106616157,228.746064016472,253.809305183201,24,2,212.122667953763,7,NA,"HecLow","1+",203.683106616157,158,1,365,211,253.809305183201
"SEL","central coast","Tyler Creek","HecLow",118,134,158,0,6,108,127,149,0,6,NA,NA,NA,NA,NA,278.496374271075,288.11448229767,297.733672202991,1,5,235.066298610215,2,NA,"HecLow","1+",278.496374271075,158,1,365,NA,297.733672202991
"SEL","central coast","Wale Creek","HecLow",118,134,158,0,6,108,127,149,0,6,202,NA,NA,0,5,228.064466238552,247.710442121354,267.3564392673,21,1,204.821869070063,20,NA,"HecLow","1+",228.064466238552,158,1,365,202,267.3564392673
"SEL","central coast","Wannock (Owikeno)","RSI",118,134,158,0,6,131,153,185,4,3,210,NA,NA,0,5,256.076711898753,288.280252294483,320.483606945838,37,1,216.792328953251,25,"HecLow","RSI","1+",256.076711898753,158,1,365,210,320.483606945838
"SEL","central coast","Watt Bay","HecLow",118,134,158,0,6,108,127,149,0,6,NA,NA,NA,NA,NA,168.527416110041,191.527415782175,214.526773865602,1,4,198.31206699757,0,NA,"HecLow","1+",168.527416110041,158,1,365,NA,214.526773865602
