"species","region","culabel","faz","fm_start","fm_peak","fm_end","n_fm","fm_dat_qual","oe_start","oe_peak","oe_end","n_oe","oe_dat_qual","rt_start","rt_peak","rt_end","n_rt","rt_dat_qual","sp_start","sp_peak","sp_end","n_sp","dat_qual","arrival","n_arrival","fm_source_faz","oe_source_faz","oe_age","inc_start","inc_end","rear_start","rear_end","mig_start","mig_end"
"CK","vancouver island and mainland inlets","Klinaklini (Summer 5-2)","HK",72.5,92.5,120,2,3,115.5,134,150,3,3,195,210,238,0,5,196.934240593577,232.105497598011,267.276718491091,39,1,168.273929953349,39,NA,"HK","1+",196.934240593577,120,1,365,195,267.276718491091
"CK","vancouver island and mainland inlets","Southern Mainland-Georgia Strait (Fall x-1)","SC",63,90,116,0,6,63,76,139,9,1,NA,NA,NA,NA,NA,219.841178662724,241.950228752329,264.059202311456,381,2,215.823342633414,245,"EVI","SC","0+",219.841178662724,116,63,139,NA,264.059202311456
"CK","vancouver island and mainland inlets","Southern Mainland-Southern Fjords (Fall x-1)","SC",63,90,116,0,6,63,76,139,0,6,166,NA,NA,0,5,213.452877915621,238.709221344726,263.965612391795,438,1,200.314531948404,300,"EVI","SC","0+",213.452877915621,116,63,139,166,263.965612391795
"CK","vancouver island and mainland inlets","West Vancouver Island-Nootka and Kyuquot (Fall x-1)","WVI",72,92,120,0,6,108.5,121.25,143,4,4,243,NA,NA,5,2,257.742459307321,276.076172120873,294.409905905024,817,1,258.346786457812,367,"HK","WVI","0+",257.742459307321,120,72,143,243,294.409905905024
"CK","vancouver island and mainland inlets","West Vancouver Island-North (Fall x-1)","WVI",72,92,120,0,6,82,99,126,0,6,200,NA,263,0,5,251.618298825143,269.119937034762,286.621635157658,102,1,252.517535710466,76,"HK","WVI","0+",251.618298825143,120,72,126,200,286.621635157658
"CK","vancouver island and mainland inlets","West Vancouver Island-South (Fall x-1)","WVI",72,92,120,0,6,72,88,118,4,3,251,NA,NA,0.5,3.5,273.159913270045,291.048872709664,308.937823375117,732,1,266.767236620472,534,"HK","WVI","0+",273.159913270045,120,72,118,251,308.937823375117
"CK","yukon","Big Salmon",NA,142,159,178,4,2,NA,NA,NA,0,6,156,167,184,3,3,198,213,239,17,1,NA,NA,NA,NA,"1+",198,178,1,365,156,239
"CK","yukon","Middle Yukon",NA,NA,NA,NA,0,6,NA,NA,NA,0,6,158,177,195,3,3,225,231,249,5,1,NA,NA,NA,NA,"1+",225,NA,1,365,158,249
"CK","yukon","Nordenskiold",NA,NA,NA,NA,0,6,NA,NA,NA,0,6,158,177,195,3,3,NA,NA,NA,NA,6,NA,NA,NA,NA,"1+",NA,NA,1,365,158,NA
"CK","yukon","Northern Yukon",NA,107,138,166,3,5,NA,160,195,3,5,155,164,173,3,3,190,202,232,5,1,NA,NA,NA,NA,"1+",190,166,1,365,155,232
"CK","yukon","Old Crow",NA,NA,NA,NA,0,6,NA,NA,NA,0,6,153,166,175,3,3,NA,NA,NA,NA,6,NA,NA,NA,NA,"1+",NA,NA,1,365,153,NA
"CK","yukon","Pelly",NA,NA,NA,NA,0,6,NA,NA,NA,0,6,158,167,178,3,3,203,215,239,19,1,NA,NA,NA,NA,"1+",203,NA,1,365,158,239
"CK","yukon","Porcupine",NA,115,NA,135,0,6,173,176,179,1,5,153,166,175,3,3,180,204,227,3,2,NA,NA,NA,NA,"1+",180,135,1,365,153,227
"CK","yukon","Salmon Fork",NA,NA,NA,NA,0,6,NA,NA,NA,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1+",NA,NA,1,365,NA,NA
"CK","yukon","Stewart",NA,NA,NA,NA,0,6,NA,NA,NA,0,6,154,166,176,3,3,188,206,227,1,3,NA,NA,NA,NA,"1+",188,NA,1,365,154,227
"CK","yukon","Teslin",NA,NA,NA,NA,0,6,NA,NA,NA,0,6,155,171,190,3,3,210,230,255,4,3,NA,NA,NA,NA,"1+",210,NA,1,365,155,255
"CK","yukon","Upper Yukon",NA,166,178,193,1,5,188,197,215,1,4,157,177,184,3,3,219,231,247,3,2,NA,NA,NA,NA,"1+",219,193,1,365,157,247
"CK","yukon","White",NA,NA,NA,NA,0,6,NA,NA,NA,0,6,155,165,179,3,3,221,233,243,1,3,NA,NA,NA,NA,"1+",221,NA,1,365,155,243
"CM","central coast","Bella Coola-Dean Rivers","BCD",NA,NA,NA,NA,NA,92.1666666666667,109.5,129.166666666667,6,2,209,NA,NA,0,5,219.413936756556,244.061100537771,268.708189915341,677,1,218.105393085001,495,NA,"BCD","0+",219.413936756556,129.166666666667,NA,NA,209,268.708189915341
"CM","central coast","Bella Coola River-Late","BCD",NA,NA,NA,NA,NA,105,112,116,2,4,NA,NA,NA,NA,NA,260.292991267629,286.293343245026,312.293825621938,10,5,246.990716971291,10,NA,"BCD","0+",260.292991267629,116,NA,NA,NA,312.293825621938
"CM","central coast","Douglas-Gardner","NC",NA,NA,NA,NA,NA,70.8,91.4,120.2,26,1,205,NA,NA,0,5,224.79920094712,243.211839096408,261.624463513125,2128,1,217.832587499283,1841,NA,"NC","0+",224.79920094712,120.2,NA,NA,205,261.624463513125
"CM","central coast","Hecate Lowlands","HecLow",NA,NA,NA,NA,NA,79,110,132,24,1,243,NA,NA,0,5,246.899892488139,262.400190867427,277.900453546098,3534,1,244.726319125713,2675,NA,"HecLow","0+",246.899892488139,132,NA,NA,243,277.900453546098
"CM","central coast","Mussel-Kynoch","NC",NA,NA,NA,NA,NA,71,91,120,0,6,233,NA,NA,0,5,237.184715646148,257.99766720417,278.810598925055,538,1,228.731099021575,405,NA,"NC","0+",237.184715646148,120,NA,NA,233,278.810598925055
"CM","central coast","Rivers Inlet","RSI",NA,NA,NA,NA,NA,95,110,126,0,6,219,NA,NA,0,5,241.987133226022,261.576767786373,281.166430685024,335,1,232.394192388991,231,"BCD","BCD","0+",241.987133226022,126,NA,NA,219,281.166430685024
"CM","central coast","Smith Inlet","RSI",NA,NA,NA,NA,NA,95,110,126,0,6,229,NA,NA,0,5,251.652303625168,271.067006878025,290.481779991915,276,1,241.95815306148,204,"BCD","BCD","0+",251.652303625168,126,NA,NA,229,290.481779991915
"CM","central coast","Spiller-Fitz-Hugh-Burke","HecLow",NA,NA,NA,NA,NA,103,124,145,10,2,233,NA,NA,0,5,246.434733568409,266.904908906343,287.375070618834,1770,1,242.253057905397,1193,NA,"HecLow","0+",246.434733568409,145,NA,NA,233,287.375070618834
"CM","central coast","Wannock","RSI",NA,NA,NA,NA,NA,95,110,126,0,6,260,NA,NA,0,5,284.04005135781,306.669209043955,329.298118765892,34,2,267.779600976358,24,"BCD","BCD","0+",284.04005135781,126,NA,NA,260,329.298118765892
"CM","fraser","Lower Fraser","LFR",NA,NA,NA,NA,NA,86.8936170212766,118.659574468085,143,91,1,269,298,326,44,1,291.617091250596,317.598090212596,343.579067723047,1724,1,289.955084616549,1493,NA,"LFR","0+",291.617091250596,143,NA,NA,269,343.579067723047
"CM","haida gwaii","East Haida Gwaii","HG",NA,NA,NA,NA,NA,89.5,120,144.5,5,2,258,276,297,0,3,269.313365846395,283.557748105388,297.802128168841,2988,1,265.327560241883,2065,NA,"HG","0+",269.313365846395,144.5,NA,NA,258,297.802128168841
"CM","haida gwaii","North Haida Gwaii","HG",NA,NA,NA,NA,NA,90,120,144,0,6,260,282,298,0,3,275.749991363478,287.843936847936,299.937774815829,261,1,269.107599570128,189,NA,"HG","0+",275.749991363478,144,NA,NA,260,299.937774815829
"CM","haida gwaii","North Haida Gwaii-Stanley Creek","HG",NA,NA,NA,NA,NA,90,120,144,0,6,213,243,251,0,3,240.334088727767,255.142184453163,269.950293787764,36,1,231.387337409771,29,NA,"HG","0+",240.334088727767,144,NA,NA,213,269.950293787764
"CM","haida gwaii","Skidegate","HG",NA,NA,NA,NA,NA,90,120,144,0,6,243,NA,NA,0,5,258.710862873326,277.305341078011,295.899862355852,1221,1,254.900054776308,966,NA,"HG","0+",258.710862873326,144,NA,NA,243,295.899862355852
"CM","haida gwaii","West Haida Gwaii","HG",NA,NA,NA,NA,NA,90,120,144,0,6,246,NA,NA,0,5,260.912125658566,275.76750897762,290.622910268824,1667,1,256.012970677322,1152,NA,"HG","0+",260.912125658566,144,NA,NA,246,290.622910268824
"CM","nass","Lower Nass","LNR-P",NA,NA,NA,NA,NA,89,116,138,0,6,202,238,259,23,1,242.359766128255,257.567581609154,272.77535411436,164,1,237.120012038802,132,"HecLow","HecLow","0+",242.359766128255,138,NA,NA,202,272.77535411436
"CM","nass","Portland Canal-Observatory","LNR-P",NA,NA,NA,NA,NA,89,116,138,0,6,182,NA,NA,0,5,216.503161686567,235.472762305942,254.442434958282,361,1,208.933579452235,239,"HecLow","HecLow","0+",216.503161686567,138,NA,NA,182,254.442434958282
"CM","nass","Portland Inlet","LNR-P",NA,NA,NA,NA,NA,89,116,138,0,6,NA,NA,NA,NA,NA,224.68403668003,242.679839171291,260.675630358551,287,1,218.324225330252,216,"HecLow","HecLow","0+",224.68403668003,138,NA,NA,NA,260.675630358551
"CM","skeena","Lower Skeena","LSK",NA,NA,NA,NA,NA,89,116,138,0,6,209,233.5,258,1,5,234.656460808689,250.106769403384,265.556988382667,512,1,226.13057503897,410,"HecLow","HecLow","0+",234.656460808689,138,NA,NA,209,265.556988382667
"CM","skeena","Middle Skeena","MSK",NA,NA,NA,NA,NA,89,116,138,0,6,209,233.5,258,1,5,233.825390732063,247.563209447591,261.301028677592,115,1,225.404733090592,99,"HecLow","HecLow","0+",233.825390732063,138,NA,NA,209,261.301028677592
"CM","skeena","Skeena Estuary","HecLow",NA,NA,NA,NA,NA,89,116,138,0,6,209,233.5,258,1,5,245.682258123031,259.340213090333,272.998096501514,107,1,244.953454052713,56,NA,"HecLow","0+",245.682258123031,138,NA,NA,209,272.998096501514
"CM","skeena","Upper Skeena","USK",NA,NA,NA,NA,NA,89,116,138,0,6,209,233.5,258,1,5,233.8077239,NA,270.7844912,0,6,232.1499375,0,"HecLow","HecLow","0+",233.8077239,138,NA,NA,209,270.7844912
"CM","transboundary","Lower Stikine","LStk",NA,NA,NA,NA,NA,119,143,173,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Taku","Taku","0+",NA,173,NA,NA,NA,NA
"CM","transboundary","Lynn Canal","Lynn",NA,NA,NA,NA,NA,119,143,173,0,6,216,248,281,3,2,264,290,312,2,2,NA,NA,"Taku","Taku","0+",264,173,NA,NA,216,312
"CM","transboundary","Taku","Taku",NA,NA,NA,NA,NA,119,143,173,2,4,214,243,266,15,1,NA,NA,NA,NA,NA,NA,NA,NA,"Taku","0+",NA,173,NA,NA,214,NA
"CM","transboundary","Unuk","UNUK",NA,NA,NA,NA,NA,119,143,173,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Taku","Taku","0+",NA,173,NA,NA,NA,NA
"CM","transboundary","Whiting","Whiting",NA,NA,NA,NA,NA,119,143,173,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Taku","Taku","0+",NA,173,NA,NA,NA,NA
"CM","vancouver island and mainland inlets","Bute Inlet","SC",NA,NA,NA,NA,NA,89,119,144,0,6,NA,NA,NA,NA,NA,270.820058417343,296.17671198399,321.533286147592,196,1,257.246637616819,108,NA,"SC","0+",270.820058417343,144,NA,NA,NA,321.533286147592
"CM","vancouver island and mainland inlets","Georgia Strait","SC",NA,NA,NA,NA,NA,104.769230769231,126.980769230769,144.980769230769,17,1,263,NA,NA,0,5,292.49568911811,314.919561420416,337.343430944327,3458,1,290.287542564336,2479,NA,"SC","0+",292.49568911811,144.980769230769,NA,NA,263,337.343430944327
"CM","vancouver island and mainland inlets","Howe Sound-Burrard Inlet","SC",NA,NA,NA,NA,NA,78.8181818181818,115.954545454545,149.272727272727,19,1,NA,NA,NA,NA,NA,300.215559211369,321.787486235801,343.359406165039,812,1,290.765767249795,558,NA,"SC","0+",300.215559211369,149.272727272727,NA,NA,NA,343.359406165039
"CM","vancouver island and mainland inlets","Loughborough","SC",NA,NA,NA,NA,NA,93,118.5,140,2,4,NA,NA,NA,NA,NA,282.905905957537,300.861338618533,318.816707554258,977,1,275.520778759907,623,NA,"SC","0+",282.905905957537,140,NA,NA,NA,318.816707554258
"CM","vancouver island and mainland inlets","Northeast Vancouver Island","EVI",NA,NA,NA,NA,NA,89,119,144,0,6,NA,NA,NA,NA,NA,277.336555488751,296.206140343424,315.075737213726,475,1,275.629836929654,381,"SC","SC","0+",277.336555488751,144,NA,NA,NA,315.075737213726
"CM","vancouver island and mainland inlets","Northwest Vancouver Island","WVI",NA,NA,NA,NA,NA,86,99,119,0,6,244,NA,293,0,5,281.032158128218,293.175504213568,305.318837958874,1303,1,275.978036670393,775,NA,"WVI","0+",281.032158128218,119,NA,NA,244,305.318837958874
"CM","vancouver island and mainland inlets","Southern Coastal Streams","SC",NA,NA,NA,NA,NA,89,119,144,0,6,213,NA,NA,0,5,255.364106204701,277.182972516264,299.001814381847,1091,1,251.937590231348,1079,NA,"SC","0+",255.364106204701,144,NA,NA,213,299.001814381847
"CM","vancouver island and mainland inlets","Southwest & West Vancouver Island","WVI",NA,NA,NA,NA,NA,85.6315789473684,99.2105263157895,119.052631578947,12,1,271,NA,NA,20,2,283.64514808803,301.930485719207,320.215832799627,4157,1,278.169811416073,2305,NA,"WVI","0+",283.64514808803,119.052631578947,NA,NA,271,320.215832799627
"CM","vancouver island and mainland inlets","Upper Knight","SC",NA,NA,NA,NA,NA,75,109.5,132,3,3,NA,NA,NA,NA,NA,250.737614012069,274.479892615294,298.222151002038,155,1,242.859655488644,130,NA,"SC","0+",250.737614012069,132,NA,NA,NA,298.222151002038
"CM","yukon","Donjek Kluane",NA,NA,NA,NA,NA,NA,138,154,182,1,2,196,205,237,1,3,284,290,304,2,2,NA,NA,NA,NA,"0+",284,182,NA,NA,196,304
"CM","yukon","Middle Yukon",NA,NA,NA,NA,NA,NA,138,154,182,1,2,196,214,237,1,3,224,233,256,2,2,NA,NA,NA,NA,"0+",224,182,NA,NA,196,256
"CM","yukon","North Yukon",NA,NA,NA,NA,NA,NA,138,154,182,4,3,160,162,205,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0+",NA,182,NA,NA,160,NA
"CM","yukon","Porcupine",NA,NA,NA,NA,NA,NA,144.571428571429,161.142857142857,182,2,3,200,204,222,10,1,248,263,290,5,2,NA,NA,NA,NA,"0+",248,182,NA,NA,200,290
"CM","yukon","Stewart",NA,NA,NA,NA,NA,NA,138,154,182,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0+",NA,182,NA,NA,NA,NA
"CM","yukon","Teslin",NA,NA,NA,NA,NA,NA,138,154,182,1,2,214,224,237,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0+",NA,182,NA,NA,214,NA
"CM","yukon","White",NA,NA,NA,NA,NA,NA,138,154,182,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0+",NA,182,NA,NA,NA,NA
"CO","central coast","Bella Coola-Dean Rivers","BCD",130.75,162,192.25,4,4,110,131,151,0,6,225,NA,NA,0,5,285.029912140579,311.487118514628,337.944311267272,417,1,264.481472352204,198,NA,"HecLow","1+",285.029912140579,192.25,1,365,225,337.944311267272
"CO","central coast","Brim-Wahoo","NC",129,161,191,0,6,81,110,142,0,6,NA,NA,NA,NA,NA,263.6113106,NA,313.9374822,0,6,248.8299527,0,NA,"NC","1+",263.6113106,191,1,365,NA,313.9374822
"CO","central coast","Douglas Channel-Kitimat Arm","NC",140,166,201,2,4,79,106.25,136,25,1,238,NA,NA,0,5,270.434399426187,294.645237720458,318.856045184818,486,1,246.457931151704,452,NA,"NC","1+",270.434399426187,201,1,365,238,318.856045184818
"CO","central coast","Hecate Strait Mainland","HecLow",93,126,162,45,1,110.117647058824,131.058823529412,151.294117647059,85,1,237,NA,NA,0,5,250.858111966915,271.77272212691,292.68734319924,3004,1,243.598819371638,2586,NA,"HecLow","1+",250.858111966915,162,1,365,237,292.68734319924
"CO","central coast","Mussel-Kynoch","NC",129,161,191,0,6,81,110,142,0,6,226,NA,NA,0,5,251.357470744911,270.341512303204,289.325616545683,141,1,238.14010602063,190,NA,"NC","1+",251.357470744911,191,1,365,226,289.325616545683
"CO","central coast","Northern Coastal Streams","NC",117.727272727273,155.272727272727,181.545454545455,4,4,89.75,122.75,167.25,4,4,236,NA,NA,0,5,260.971723682752,284.151912320768,307.33207564486,1324,1,238.859606479354,1317,NA,"NC","1+",260.971723682752,181.545454545455,1,365,236,307.33207564486
"CO","central coast","Rivers Inlet","RSI",131,162,192,0,6,110,131,151,0,6,236,NA,NA,0,5,267.496154361377,297.03568809421,326.575206590348,345,1,253.520728113166,312,"BCD","HecLow","1+",267.496154361377,192,1,365,236,326.575206590348
"CO","central coast","Smith Inlet","RSI",131,162,192,0,6,110,131,151,0,6,253,NA,NA,0,5,267.681218263032,292.068916677459,316.456585405736,132,1,256.765419510477,92,"BCD","HecLow","1+",267.681218263032,192,1,365,253,316.456585405736
"CO","fraser","Boundary Bay","BB",88,119,141,0,6,121,134,153,1,4,260,284,297,2,6,279.496450224822,317.060182918147,354.623802798537,1,3,296.857566243764,4,"LFR","BB","1+",279.496450224822,141,1,365,260,354.623802798537
"CO","fraser","Fraser Canyon","FRCany",125,146,166,0,6,124,148,163,0,6,251,270,287,2,2,306.777792359593,329.893877629115,353.009968999119,94,1,296.976118927483,87,"MFR","MFR","1+",306.777792359593,166,1,365,251,353.009968999119
"CO","fraser","Interior Fraser","MFR",124.545454545455,146.454545454545,166.090909090909,4,4,123.888888888889,147.777777777778,162.555555555556,3,3,251,263,287,2,2,299.682138327351,323.15699209764,346.631873162005,115,1,286.31020319651,92,NA,"MFR","1+",299.682138327351,166.090909090909,1,365,251,346.631873162005
"CO","fraser","Lillooet","FRCany",125,146,166,0,6,124,148,163,0,6,251,270,287,2,2,300.189963525579,321.839461953652,343.488953267934,378,2,289.435879137882,234,"MFR","MFR","1+",300.189963525579,166,1,365,251,343.488953267934
"CO","fraser","Lower Fraser","LFR",88.3529411764706,119.117647058824,140.764705882353,13,1,114.547945205479,143.095890410959,163.547945205479,87,1,260,284,297,2,2,301.431124843186,331.988237169266,362.545382777478,1823,1,301.601210017544,1451,NA,"LFR","1+",301.431124843186,140.764705882353,1,365,260,362.545382777478
"CO","fraser","Lower Thompson","LTh",130,151.909090909091,179.636363636364,4,4,117,150.4,177.2,6,2,251,270,287,2,2,298.62384110076,319.461271955888,340.298764506526,56,1,273.529057014021,57,NA,"LTh","1+",298.62384110076,179.636363636364,1,365,251,340.298764506526
"CO","fraser","North Thompson","NTh",106.8,141.7,163.65,7,2,117,150,177,0,6,251,270,287,2,2,303.878488789158,319.618999990781,335.359544115331,974,1,289.591450423783,690,NA,"LTh","1+",303.878488789158,163.65,1,365,251,335.359544115331
"CO","fraser","South Thompson","STh",109.333333333333,130.333333333333,151.666666666667,4,4,117,150,177,0,6,251,270,287,2,2,299.697891887166,317.390769331166,335.08365812384,576,1,282.498108324346,478,NA,"LTh","1+",299.697891887166,151.666666666667,1,365,251,335.08365812384
"CO","haida gwaii","East Haida Gwaii","HG",104,122,143,5,2,124.727272727273,134.454545454545,148.545454545455,24,1,258,277,299,0,3,275.993420105288,293.024459045331,310.055511540079,1979,1,269.184089265623,1518,NA,"HG","1+",275.993420105288,143,1,365,258,310.055511540079
"CO","haida gwaii","Haida Gwaii-Graham Island Lowlands","HG",104,122,143,0,6,125,134,149,0,6,245,279,306,0,3,268.02460559181,289.288767544165,310.552959163835,680,1,250.238607770333,497,NA,"HG","1+",268.02460559181,143,1,365,245,310.552959163835
"CO","haida gwaii","West Haida Gwaii","HG",104,122,143,0,6,125,134,149,0,6,254,NA,NA,0,5,275.637807649794,291.592387911831,307.54705001064,518,1,266.206412554358,552,NA,"HG","1+",275.637807649794,143,1,365,254,307.54705001064
"CO","nass","Lower Nass","LNR-P",93,126,162,0,6,127.352941176471,145.588235294118,161,22,1,263,277,299,5,1,274.292385232287,297.684609058281,321.076809201873,371,1,258.225058385485,313,"HecLow","LNR-P","1+",274.292385232287,162,1,365,263,321.076809201873
"CO","nass","Portland Sound-Observatory Inlet-Portland Canal","LNR-P",93,126,162,0,6,118,134,149,7,2,243,NA,NA,0,5,269.492489395919,291.864005131428,314.235528942035,253,1,246.621919756847,308,"HecLow","LNR-P","1+",269.492489395919,162,1,365,243,314.235528942035
"CO","nass","Upper Nass","UNR",NA,NA,NA,NA,NA,153,169,185,0,6,210,231,254,23,1,264.680155753781,288.764007543379,312.84789515856,168,1,248.279130733808,172,"LSK","MSK","1+",264.680155753781,NA,1,365,210,312.84789515856
"CO","skeena","Lower Skeena","LSK",93,126,162,0,6,126,139,153,2,4,233,257.5,282,1,5,287.975600444924,309.865466091388,331.755348085232,1308,1,274.302026644311,1074,"HecLow","LSK","1+",287.975600444924,162,1,365,233,331.755348085232
"CO","skeena","Middle Skeena","MSK",142.5,156.5,189,2,4,153.352941176471,168.647058823529,184.588235294118,31,1,200,224.5,249,1,5,276.997922344188,294.616202292925,312.23449968407,1133,1,265.13521477069,858,NA,"MSK","1+",276.997922344188,189,1,365,200,312.23449968407
"CO","skeena","Skeena Estuary","HecLow",93,126,162,0,6,110,131,151,0,6,222,224.5,249,0.5,4,272.596363543186,292.428384316529,312.260366982567,206,1,260.201974790369,208,NA,"HecLow","1+",272.596363543186,162,1,365,222,312.260366982567
"CO","skeena","Upper Skeena","USK",92,112.5,176.5,2,4,126.428571428571,148.571428571429,171.714285714286,5,1,200,224.5,249,1,5,271.239666939997,286.33820185747,301.436755698227,120,1,251.232035127682,91,NA,"USK","1+",271.239666939997,176.5,1,365,200,301.436755698227
"CO","transboundary","Alsek","Alsek",120,127,169,0,6,123,146,186,0,6,NA,NA,NA,NA,NA,217,251,279,10,1,NA,NA,"Taku","Taku","1+",217,169,1,365,NA,279
"CO","transboundary","Lower Stikine","LStk",120,127,169,0,6,110,124,150,20,1,197,242,266,6,3,NA,NA,NA,NA,NA,NA,NA,"Taku","LStk","1+",NA,169,1,365,197,NA
"CO","transboundary","Lynn Canal","Lynn",120,127,169,0,6,135,139.714285714286,151.285714285714,2,4,231,265,294,6,1,319,NA,NA,1,5,NA,NA,"Taku","Taku","1+",319,169,1,365,231,NA
"CO","transboundary","Taku-Early Timing","Taku",120,127,169,1,4,123,146,186,3,4,194,208,229,1,4,228,247,266,1,5,NA,NA,NA,"Taku","1+",228,169,1,365,194,266
"CO","transboundary","Taku-Late Timing","Taku",120,127,169,1,4,123,146,186,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Taku","1+",NA,169,1,365,NA,NA
"CO","transboundary","Taku-Mid Timing","Taku",120,127,169,1,4,123,146,186,3,4,212,236,254,2,4,242,273,296,2,5,NA,NA,NA,"Taku","1+",242,169,1,365,212,296
"CO","transboundary","Unuk","UNUK",120,127,169,0,6,123,146,186,0,6,190,211,260,1,4,NA,NA,NA,NA,NA,NA,NA,"Taku","Taku","1+",NA,169,1,365,190,NA
"CO","transboundary","Whiting","Whiting",120,127,169,0,6,123,146,186,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Taku","Taku","1+",NA,169,1,365,NA,NA
"CO","vancouver island and mainland inlets","Clayoquot","WVI",79,99,155,1,3,100.666666666667,121.666666666667,148.666666666667,6,1,NA,NA,NA,NA,NA,285.23503830671,312.129328797428,339.023645996829,441,1,275.810430766763,396,NA,"WVI","1+",285.23503830671,155,1,365,NA,339.023645996829
"CO","vancouver island and mainland inlets","East Vancouver Island-Georgia Strait","EVI",113.9,139.05,163.65,13,2,114.876524390244,135.768292682927,154.158536585366,183,1,224.5,323,328,1,4.5,298.603559726802,323.729279636256,348.855019649955,2658,1,293.711117199549,2066,NA,"EVI","1+",298.603559726802,163.65,1,365,224.5,348.855019649955
"CO","vancouver island and mainland inlets","East Vancouver Island-Johnstone Strait-Southern Fjords","EVI",114,139,164,0,6,112,145,163,1,4,213,NA,NA,0,5,261.143235664655,289.972542650376,318.80195259015,299,1,248.339188109071,229,NA,"EVI","1+",261.143235664655,164,1,365,213,318.80195259015
"CO","vancouver island and mainland inlets","Georgia Strait Mainland","SC",98,135,160,0,6,120.125,135.875,153.625,26,1,NA,NA,NA,NA,NA,278.525563540084,306.594857675629,334.664137949268,801,1,275.999781652684,504,NA,"SC","1+",278.525563540084,160,1,365,NA,334.664137949268
"CO","vancouver island and mainland inlets","Homathko-Klinaklini Rivers","HK",104.5,123.5,149.5,4,3,89.5,125.5,146,3,3,217,246,257,0,5,252.52387699684,283.228027312222,313.932022750726,112,1,228.673178502128,86,NA,"HK","1+",252.52387699684,149.5,1,365,217,313.932022750726
"CO","vancouver island and mainland inlets","Howe Sound-Burrard Inlet","SC",95,134,160.625,16,1,108.114285714286,137.857142857143,162.428571428571,32,1,NA,NA,NA,NA,NA,273.872358679176,309.75053471154,345.628711421655,679,1,282.82683170378,532,NA,"SC","1+",273.872358679176,160.625,1,365,NA,345.628711421655
"CO","vancouver island and mainland inlets","Juan de Fuca-Pachena","WVI",73,92.8888888888889,107.666666666667,18,1,77.8,116.6,137.8,37,1,260,296,331,13,1,290.848160952313,312.58113819816,334.314138365035,497,1,281.788517634813,289,NA,"WVI","1+",290.848160952313,107.666666666667,1,365,260,334.314138365035
"CO","vancouver island and mainland inlets","Nahwitti Lowland","WVI",88,107,134,0,6,116.833333333333,133.166666666667,155.5,48,1,182,NA,263,0,5,269.69978893375,290.521084929457,311.342402524872,982,1,264.232846038229,698,NA,"WVI","1+",269.69978893375,134,1,365,182,311.342402524872
"CO","vancouver island and mainland inlets","Southern Coastal Streams-Queen Charlotte Strait-Johnstone Strait-Southern Fjords","SC",110.25,139.25,157.5,4,4,110.25,134,155.25,7,1,NA,NA,NA,NA,NA,262.595013441647,287.68158869665,312.768193205117,2110,1,247.994819379838,1895,NA,"SC","1+",262.595013441647,157.5,1,365,NA,312.768193205117
"CO","vancouver island and mainland inlets","West Vancouver Island","WVI",115,130,156,5,2,114,131.259259259259,165.481481481481,41,1,244,NA,NA,6,2,279.60448206473,308.38944270922,337.174414614511,2146,1,276.251807444301,1034,NA,"WVI","1+",279.60448206473,156,1,365,244,337.174414614511
"CO","yukon","Porcupine",NA,NA,NA,NA,0,6,NA,NA,NA,0,6,218,246,274,1,5,NA,NA,NA,NA,5,NA,NA,NA,NA,"1+",NA,NA,1,365,218,NA
"PKE","central coast","Hecate Lowlands (even)","HecLow",NA,NA,NA,NA,NA,96.4545454545455,110.090909090909,130.363636363636,18,1,235,NA,NA,0,5,244.093050973296,259.25426428625,274.415496244526,2361,1,240.330296977536,1830,NA,"HecLow","0+",244.093050973296,130.363636363636,NA,NA,235,274.415496244526
"PKE","central coast","Hecate Strait-Fjords (even)","NC",NA,NA,NA,NA,NA,80.5,108.75,122.5,17,1,218,NA,NA,0,5,232.258710710056,250.02315481956,267.787568868813,2511,1,222.892513249123,2060,NA,"NC","0+",232.258710710056,122.5,NA,NA,218,267.787568868813
"PKE","haida gwaii","East Haida Gwaii (even)","HG",NA,NA,NA,NA,NA,106,120,131,1,4,224,248,271,0,3,251.463212466428,266.250933004522,281.038653028885,1097,1,242.641129332448,829,NA,"HG","0+",251.463212466428,131,NA,NA,224,281.038653028885
"PKE","haida gwaii","North Haida Gwaii (even)","HG",NA,NA,NA,NA,NA,104,133,149,1,4,218,240,259,0,3,240.59877678518,254.302775887618,268.006774314308,325,1,233.566597481661,241,NA,"HG","0+",240.59877678518,149,NA,NA,218,268.006774314308
